State,Year,PM10,PM2.5,NO2,SO2,UV_Irradiance,Population,Violent_crime,Property_crime,Total_crime,Violent_crime_per_100K,Property_crime_per_100K,Total_crime_per_100K
AK,2000,,13.7,,,1385,626932.0,3554.0,23087.0,26641.0,566.89,3682.54,4249.4241799748615
AK,2001,,15.666666666666666,,,1349,634892.0,3735.0,23160.0,26895.0,588.29,3647.86,4236.153550525129
AK,2002,,14.633333333333333,,,1394,643786.0,3627.0,24118.0,27745.0,563.39,3746.28,4309.661906285629
AK,2003,,14.766666666666666,,,1347,648818.0,3850.0,24280.0,28130.0,593.39,3742.19,4335.576386598399
AK,2004,,17.733333333333334,,,1746,657755.0,4159.0,22172.0,26331.0,632.0,3371.0,4003.1622716665024
AK,2005,,16.75,,,1476,663661.0,4194.0,23975.0,28169.0,632.0,3613.0,4244.486266331757
AK,2006,,20.216666666666665,,,1360,670053.0,4610.0,24155.0,28765.0,688.0,3604.9,4292.943990997727
AK,2007,,15.166666666666666,,,1400,683478.0,4519.0,23098.0,27617.0,661.2,3379.5,4040.656758520391
AK,2008,,16.150000000000002,,,1366,688125.0,4479.0,20097.0,24576.0,650.9,2920.5,3571.4441416893737
AK,2009,,18.0,,,1558,698473.0,4421.0,20577.0,24998.0,633.0,2946.0,3578.950081105497
AK,2010,,18.566666666666663,,,1416,714146.0,4537.0,20259.0,24796.0,635.3,2836.8,3472.1191465050565
AK,2011,,15.283333333333331,,,1515,722718.0,4383.0,19028.0,23411.0,606.5,2632.8,3239.299422457999
AK,2012,,17.466666666666665,,,1465,730307.0,4412.0,20037.0,24449.0,604.1,2743.6,3347.770184319745
AK,2013,,14.016666666666666,,,1560,735132.0,4430.0,21210.0,25640.0,602.6,2885.2,3487.808992126584
AK,2014,,17.95,,,1627,737046.0,4684.0,20334.0,25018.0,635.5,2758.9,3394.360731894617
AK,2015,,16.099999999999998,,,1722,738432.0,5392.0,20806.0,26198.0,730.2,2817.6,3547.787744843127
AK,2016,,14.7,,,1848,741522.0,5966.0,24876.0,30842.0,804.6,3354.7,4159.283204004736
AK,2017,,15.800000000000002,,,1786,739795.0,6133.0,26204.0,32337.0,829.0,3542.1,4371.075770990612
AK,2018,,12.483333333333334,,,1866,735139.0,6555.0,24345.0,30900.0,891.7,3311.6,4203.286725367584
AK,2019,,19.433333333333334,,,1996,731545.0,6343.0,21294.0,27637.0,867.1,2910.8,3777.894729647527
AL,2000,91.15555555555557,30.35666666666667,,149.0,3520,4447100.0,21620.0,180539.0,202159.0,486.16,4059.7,4545.861347844663
AL,2001,58.6,25.28,,63.0,3512,4464356.0,19582.0,173253.0,192835.0,438.63,3880.81,4319.435994799698
AL,2002,41.71111111111111,24.146666666666665,,50.0,3585,4486508.0,19931.0,180400.0,200331.0,444.24,4020.94,4465.187624762956
AL,2003,48.44444444444444,23.596666666666668,,53.0,3441,4500752.0,19331.0,182241.0,201572.0,429.51,4049.12,4478.629349051003
AL,2004,46.37777777777777,24.85333333333333,,56.0,3487,4525375.0,19324.0,182340.0,201664.0,427.0,4029.0,4456.293677319559
AL,2005,46.17777777777778,27.28333333333333,,70.0,2940,4557808.0,19678.0,177393.0,197071.0,432.0,3892.0,4323.810919635053
AL,2006,39.77777777777778,24.39,,70.0,3100,4599030.0,19557.0,181021.0,200578.0,425.2,3936.1,4361.31097209629
AL,2007,50.0,27.4,,50.0,3074,4627851.0,20732.0,183798.0,204530.0,448.0,3971.6,4419.54591882928
AL,2008,39.22222222222222,20.813333333333333,,69.0,3142,4677464.0,21109.0,190292.0,211401.0,451.3,4068.3,4519.564447743478
AL,2009,32.15555555555555,16.776666666666667,,41.0,3054,4708708.0,21179.0,177629.0,198808.0,449.8,3772.4,4222.134819147843
AL,2010,52.11111111111112,18.41333333333333,,33.0,3160,4785401.0,18363.0,168828.0,187191.0,383.7,3528.0,3911.7098023760186
AL,2011,47.28888888888889,18.46,,31.0,3572,4802740.0,20174.0,173190.0,193364.0,420.1,3606.1,4026.1184240662624
AL,2012,36.06666666666667,15.23,,36.0,3456,4817528.0,21693.0,168878.0,190571.0,450.3,3505.5,3955.7839622312526
AL,2013,30.666666666666668,14.293333333333331,,22.0,3408,4833722.0,20210.0,161993.0,182203.0,418.1,3351.3,3769.414128491461
AL,2014,31.4,15.393333333333334,,17.0,3739,4846411.0,20727.0,154087.0,174814.0,427.7,3179.4,3607.08161152655
AL,2015,59.266666666666666,14.166666666666666,,17.0,3677,4858979.0,22952.0,144746.0,167698.0,472.4,2978.9,3451.3011889946424
AL,2016,35.888888888888886,11.886666666666668,,11.0,3952,4860545.0,25878.0,143259.0,169137.0,532.4,2947.4,3479.794961264632
AL,2017,26.822222222222223,13.683333333333334,,12.0,3907,4874747.0,25551.0,144160.0,169711.0,524.2,2957.3,3481.4319594432286
AL,2018,29.377777777777776,12.856666666666666,,11.0,3818,4887681.0,25567.0,138702.0,164269.0,523.1,2837.8,3360.8780933125545
AL,2019,28.155555555555555,12.426666666666668,,10.0,4023,4903185.0,25046.0,131133.0,156179.0,510.8,2674.4,3185.256114138055
AR,2000,,24.75,,,3340,2673400.0,11904.0,98115.0,110019.0,445.28,3670.05,4115.321313682951
AR,2001,,23.35,,,3278,2692090.0,12190.0,99106.0,111296.0,452.81,3681.38,4134.185707015738
AR,2002,,22.6,,,3347,2710079.0,11501.0,101171.0,112672.0,424.38,3733.14,4157.517179388497
AR,2003,,19.45,,,3223,2725714.0,12431.0,98710.0,111141.0,456.06,3621.44,4077.5004274109465
AR,2004,,20.1,,,3257,2750000.0,13814.0,110911.0,124725.0,502.0,4033.0,4535.454545454545
AR,2005,,26.850000000000005,,,2864,2779154.0,14659.0,112775.0,127434.0,528.0,4058.0,4585.352233089638
AR,2006,,19.1,,,2876,2810872.0,15506.0,111521.0,127027.0,551.6,3967.5,4519.131429677339
AR,2007,,21.4,,,2816,2834797.0,15007.0,112061.0,127068.0,529.4,3953.1,4482.437366767355
AR,2008,,18.8,,,2852,2867764.0,14472.0,109752.0,124224.0,504.6,3827.1,4331.737200132228
AR,2009,,16.900000000000002,,,2858,2889450.0,14959.0,109038.0,123997.0,517.7,3773.7,4291.370329993598
AR,2010,,17.150000000000002,,,2915,2921588.0,14711.0,103820.0,118531.0,503.5,3553.5,4057.07444033861
AR,2011,,18.5,,,3322,2937979.0,14129.0,110295.0,124424.0,480.9,3754.1,4235.02005970771
AR,2012,,17.150000000000002,,,3433,2949828.0,13851.0,109389.0,123240.0,469.6,3708.3,4177.870709749856
AR,2013,,15.699999999999998,,,3276,2959373.0,13191.0,106613.0,119804.0,445.7,3602.6,4048.289958717607
AR,2014,,16.099999999999998,,,3363,2966835.0,14248.0,99452.0,113700.0,480.2,3352.1,3832.366815141388
AR,2015,,14.85,,,3469,2978204.0,15526.0,96836.0,112362.0,521.3,3251.5,3772.810727539148
AR,2016,,14.199999999999998,,,3680,2988231.0,16563.0,98092.0,114655.0,554.3,3282.6,3836.885434894424
AR,2017,,13.6,,,3816,3004279.0,16671.0,92489.0,109160.0,554.9,3078.6,3633.484107168476
AR,2018,,15.15,,,3729,3009733.0,16904.0,89177.0,106081.0,561.6,2963.0,3524.598361382887
AR,2019,,14.25,,,3686,3017804.0,17643.0,86250.0,103893.0,584.6,2858.0,3442.668907589757
AZ,2000,88.0,16.8625,33.75,,3753,5130632.0,27281.0,271811.0,299092.0,531.73,5297.81,5829.535230747401
AZ,2001,70.46666666666667,15.15,30.0,,3688,5307331.0,28675.0,293874.0,322549.0,540.29,5537.13,6077.423850142378
AZ,2002,63.46666666666667,16.6625,32.5,,3754,5456453.0,30171.0,318296.0,348467.0,552.94,5833.39,6386.3282612349085
AZ,2003,99.8,16.5875,30.75,,3634,5580811.0,28638.0,314335.0,342973.0,513.15,5632.43,6145.576332902154
AZ,2004,40.266666666666666,13.9125,28.75,,3670,5739879.0,28952.0,291203.0,320155.0,504.0,5073.0,5577.730819761183
AZ,2005,61.0,16.1125,27.5,,3603,5939292.0,30478.0,287345.0,317823.0,513.0,4838.0,5351.193374563837
AZ,2006,75.2,18.45,27.25,,3569,6166318.0,30916.0,285370.0,316286.0,501.4,4627.9,5129.252172852584
AZ,2007,68.8,15.2375,26.0,,3576,6338755.0,30600.0,279794.0,310394.0,482.7,4414.0,4896.766005311768
AZ,2008,62.333333333333336,15.675,25.0,,3716,6499377.0,31274.0,265682.0,296956.0,481.2,4087.8,4568.991766441614
AZ,2009,71.60000000000001,14.9,22.5,,3679,6595778.0,26929.0,234582.0,261511.0,408.3,3556.5,3964.824164791477
AZ,2010,43.66666666666666,13.6125,23.5,,3550,6413158.0,26528.0,226802.0,253330.0,413.6,3536.5,3950.1599679908086
AZ,2011,128.66666666666666,16.875,23.75,,4049,6482505.0,26311.0,230422.0,256733.0,405.9,3554.5,3960.398025146143
AZ,2012,88.26666666666667,13.5625,24.0,,4191,6551149.0,28077.0,231701.0,259778.0,428.6,3536.8,3965.380729395714
AZ,2013,116.53333333333336,13.9,22.5,,4161,6626624.0,26892.0,225243.0,252135.0,405.8,3399.1,3804.8786229609527
AZ,2014,110.86666666666667,14.5375,22.25,,4174,6728783.0,26422.0,213406.0,239828.0,392.7,3171.5,3564.210645520891
AZ,2015,49.13333333333333,13.6375,20.25,,4202,6828065.0,28012.0,207107.0,235119.0,410.2,3033.2,3443.420646991498
AZ,2016,87.66666666666667,13.45,18.5,,4428,6908642.0,32542.0,207317.0,239859.0,471.0,3000.8,3471.869001172734
AZ,2017,90.4,15.2625,19.75,,4451,7016270.0,35644.0,204515.0,240159.0,508.0,2914.9,3422.887089578936
AZ,2018,152.6,13.5875,20.25,,4277,7158024.0,34053.0,192730.0,226783.0,475.7,2692.5,3168.2346971734096
AZ,2019,50.66666666666666,11.3125,18.5,,4457,7278717.0,33141.0,177638.0,210779.0,455.3,2440.5,2895.826283670597
CA,2000,72.76666666666667,30.703030303030303,38.47826086956522,17.333333333333332,3160,33871648.0,210531.0,1056183.0,1266714.0,621.56,3118.19,3739.747177344309
CA,2001,81.48666666666666,33.98030303030303,37.54347826086956,18.83333333333333,3119,34501130.0,212855.0,1133702.0,1346557.0,616.95,3285.99,3902.93593282307
CA,2002,65.11333333333333,31.80757575757576,36.69565217391305,17.833333333333332,3084,35116033.0,208388.0,1176484.0,1384872.0,593.43,3350.28,3943.7028664371055
CA,2003,64.6,23.275757575757577,36.58695652173913,13.333333333333334,3065,35484453.0,205551.0,1215086.0,1420637.0,579.27,3424.28,4003.547694535406
CA,2004,54.92666666666666,24.19242424242424,32.52173913043478,18.5,3115,35842038.0,189175.0,1227194.0,1416369.0,528.0,3424.0,3951.697724331412
CA,2005,61.72666666666667,24.87272727272727,31.52173913043478,14.5,3058,36132147.0,190178.0,1200531.0,1390709.0,526.0,3323.0,3848.95201494669
CA,2006,68.32666666666667,24.74848484848485,31.91304347826087,19.166666666666668,3057,36457549.0,194119.0,1156017.0,1350136.0,532.5,3170.9,3703.3098412622303
CA,2007,67.26,25.45151515151515,30.58695652173913,15.833333333333334,3226,36553215.0,191025.0,1108660.0,1299685.0,522.6,3033.0,3555.5969563826325
CA,2008,66.14,25.69393939393939,30.58695652173913,15.666666666666666,3257,36580371.0,185173.0,1080766.0,1265939.0,506.2,2954.5,3460.7057429789324
CA,2009,50.92,21.5439393939394,27.45652173913044,11.333333333333334,3208,36961664.0,174459.0,1009614.0,1184073.0,472.0,2731.5,3203.516486703629
CA,2010,45.57333333333334,17.671212121212122,26.26086956521739,9.666666666666666,2955,37338198.0,164133.0,981939.0,1146072.0,439.6,2629.9,3069.435755844457
CA,2011,49.43333333333333,21.48939393939394,26.58695652173913,9.0,3367,37691912.0,154944.0,973901.0,1128845.0,411.1,2583.8,2994.926338573644
CA,2012,47.10666666666667,18.23030303030303,26.195652173913043,8.0,3600,37999878.0,160944.0,1049465.0,1210409.0,423.5,2761.8,3185.2970685853256
CA,2013,55.34,22.295454545454547,26.782608695652176,8.0,3776,38332521.0,151879.0,1018907.0,1170786.0,396.2,2658.1,3054.289072195382
CA,2014,53.93333333333333,20.290909090909093,25.73913043478261,10.666666666666666,3852,38792291.0,153763.0,947193.0,1100956.0,396.4,2441.7,2838.0793493222664
CA,2015,57.36666666666667,19.374242424242425,23.45652173913044,7.0,3899,39144818.0,166883.0,1024914.0,1191797.0,426.3,2618.3,3044.5843431945445
CA,2016,50.34666666666667,16.46969696969697,22.65217391304348,7.833333333333333,4131,39296476.0,174796.0,1002070.0,1176866.0,444.8,2550.0,2994.838519362398
CA,2017,69.06666666666666,23.33333333333333,24.10869565217392,7.666666666666667,4047,39536653.0,177627.0,987114.0,1164741.0,449.3,2496.7,2945.977748799323
CA,2018,122.06,33.39545454545454,24.23913043478261,8.666666666666666,3969,39461588.0,176604.0,941644.0,1118248.0,447.5,2386.2,2833.763304203572
CA,2019,56.92666666666666,16.015151515151516,22.47826086956522,8.833333333333334,4076,39512223.0,174331.0,921114.0,1095445.0,441.2,2331.2,2772.4205747674587
CO,2000,58.46153846153846,16.68846153846154,24.09090909090909,65.0,3390,4301261.0,14367.0,156937.0,171304.0,334.02,3648.63,3982.646019388267
CO,2001,65.76923076923077,20.18846153846154,28.63636363636364,73.0,3302,4417714.0,15492.0,170887.0,186379.0,350.68,3868.22,4218.90144993542
CO,2002,64.38461538461539,16.31923076923077,25.90909090909091,73.0,3310,4506542.0,15882.0,180054.0,195936.0,352.42,3995.39,4347.812580022553
CO,2003,57.38461538461539,16.51153846153846,25.90909090909091,58.0,3242,4550688.0,15706.0,179340.0,195046.0,345.13,3940.94,4286.077182175531
CO,2004,74.61538461538461,14.984615384615385,22.27272727272728,40.0,3320,4601821.0,17121.0,180322.0,197443.0,372.0,3919.0,4290.540635978669
CO,2005,63.15384615384615,16.284615384615385,22.27272727272728,39.0,3426,4665177.0,18498.0,188449.0,206947.0,397.0,4040.0,4435.994604277608
CO,2006,53.30769230769231,14.823076923076924,22.27272727272728,33.0,3453,4753377.0,18616.0,164054.0,182670.0,391.6,3451.3,3842.952073862435
CO,2007,66.76923076923077,17.415384615384617,22.363636363636363,30.0,3413,4861515.0,16906.0,146141.0,163047.0,347.8,3006.1,3353.831058836597
CO,2008,65.46153846153847,12.992307692307692,20.545454545454547,30.0,3459,4935213.0,17129.0,141107.0,158236.0,347.1,2859.2,3206.2648562483523
CO,2009,49.0,12.284615384615384,19.818181818181817,33.0,3352,5024748.0,16976.0,133968.0,150944.0,337.8,2666.2,3004.0113454445877
CO,2010,56.53846153846154,12.569230769230767,20.545454545454547,35.0,3241,5047692.0,16339.0,135001.0,151340.0,323.7,2674.5,2998.201950515206
CO,2011,68.92307692307692,11.453846153846154,19.545454545454547,32.0,3508,5116796.0,16383.0,133361.0,149744.0,320.2,2606.3,2926.518860630754
CO,2012,66.07692307692308,15.38076923076923,20.363636363636363,34.0,3662,5189458.0,15951.0,139355.0,155306.0,307.4,2685.3,2992.7210124833846
CO,2013,71.76923076923077,13.903846153846152,19.454545454545453,34.0,3457,5268367.0,15342.0,140057.0,155399.0,291.2,2658.5,2949.661631393561
CO,2014,69.38461538461539,13.773076923076925,19.454545454545453,16.0,3635,5355588.0,16487.0,135789.0,152276.0,307.8,2535.5,2843.310575794852
CO,2015,59.84615384615385,15.146153846153847,18.545454545454547,15.0,3775,5456574.0,17515.0,144136.0,161651.0,321.0,2641.5,2962.499912949041
CO,2016,71.6923076923077,11.615384615384617,17.636363636363637,14.0,4190,5530105.0,19030.0,152146.0,171176.0,344.1,2751.2,3095.3480991771403
CO,2017,65.38461538461539,13.219230769230771,15.909090909090908,13.0,4180,5607154.0,20638.0,151483.0,172121.0,368.1,2701.6,3069.6677851187965
CO,2018,64.84615384615384,13.86153846153846,15.818181818181818,7.0,4203,5691287.0,22851.0,154292.0,177143.0,401.5,2711.0,3112.5297318515127
CO,2019,67.76923076923077,15.646153846153847,16.727272727272727,6.0,4305,5758736.0,21938.0,149189.0,171127.0,381.0,2590.7,2971.606963750379
CT,2000,,23.39,38.5,,2579,3405565.0,11058.0,,,324.7,,
CT,2001,,24.25,42.0,,2529,3425074.0,11492.0,95299.0,106791.0,335.53,2782.39,3117.918036223451
CT,2002,,24.06,37.0,,2580,3460503.0,10767.0,92952.0,103719.0,311.14,2686.08,2997.223236044009
CT,2003,,24.58,37.5,,2547,3483372.0,10736.0,90801.0,101537.0,308.21,2606.7,2914.905442197962
CT,2004,,20.79,34.5,,2606,3498966.0,10113.0,93942.0,104055.0,289.0,2685.0,2973.878568697152
CT,2005,,24.09,37.5,,2088,3510297.0,9635.0,89794.0,99429.0,275.0,2558.0,2832.4953700498845
CT,2006,,22.61,30.5,,2026,3504809.0,9841.0,87764.0,97605.0,280.8,2504.1,2784.8878498086488
CT,2007,,20.76,30.5,,2211,3502309.0,8965.0,84052.0,93017.0,256.0,2399.9,2655.876451792232
CT,2008,,19.25,27.5,,2184,3502932.0,10737.0,87210.0,97947.0,306.5,2489.6,2796.1433450606523
CT,2009,,17.82,28.0,,2111,3518288.0,10508.0,82181.0,92689.0,298.7,2335.8,2634.491548162061
CT,2010,,16.64,27.0,,2174,3575498.0,10083.0,78259.0,88342.0,282.0,2188.8,2470.7607164092947
CT,2011,,16.73,34.5,,2369,3580709.0,9767.0,77609.0,87376.0,272.8,2167.4,2440.1871249520696
CT,2012,,14.18,23.0,,2374,3591765.0,10183.0,77169.0,87352.0,283.5,2148.5,2432.007661971204
CT,2013,,16.22,24.5,,2491,3596080.0,9153.0,70990.0,80143.0,254.5,1974.1,2228.6211652688485
CT,2014,,14.89,27.0,,2557,3594762.0,8575.0,69326.0,77901.0,238.5,1928.5,2167.069753157511
CT,2015,,15.16,28.5,,2658,3590886.0,7845.0,65066.0,72911.0,218.5,1812.0,2030.4459679310344
CT,2016,,13.97,26.0,,3093,3587685.0,8169.0,64875.0,73044.0,227.7,1808.3,2035.9646958972148
CT,2017,,11.98,28.0,,2693,3588184.0,8180.0,63509.0,71689.0,228.0,1769.9,1997.9187243463548
CT,2018,,13.73,24.0,,2770,3571520.0,7485.0,59356.0,66841.0,209.6,1661.9,1871.5000895977064
CT,2019,,12.27,23.5,,2945,3565287.0,6546.0,50862.0,57408.0,183.6,1426.6,1610.1929522083356
DC,2000,,25.75,45.0,,2851,572059.0,8626.0,33000.0,41626.0,1507.89,5768.64,7276.522176908326
DC,2001,,26.2,44.0,,2809,571822.0,9931.0,34154.0,44085.0,1736.73,5972.84,7709.566963145874
DC,2002,,25.5,43.0,,2878,570898.0,9322.0,36477.0,45799.0,1632.87,6389.41,8022.273681112913
DC,2003,,24.15,46.0,,2792,563384.0,9060.0,32678.0,41738.0,1608.14,5800.31,7408.446104255711
DC,2004,,23.95,43.0,,2868,554239.0,7590.0,26896.0,34486.0,1369.0,4853.0,6222.225429823596
DC,2005,,24.65,40.0,,2314,550521.0,8032.0,26133.0,34165.0,1459.0,4747.0,6205.9394646162455
DC,2006,,22.2,35.0,,2323,581530.0,8772.0,27063.0,35835.0,1508.4,4653.8,6162.19283613915
DC,2007,,21.4,35.5,,2404,588292.0,8320.0,28908.0,37228.0,1414.3,4913.9,6328.149966343243
DC,2008,,19.7,31.0,,2425,590074.0,8509.0,30211.0,38720.0,1442.0,5119.9,6561.888847839424
DC,2009,,16.4,31.0,,2335,599657.0,8071.0,28456.0,36527.0,1345.9,4745.4,6091.315535381059
DC,2010,,17.2,32.5,,2343,604912.0,8026.0,28802.0,36828.0,1326.8,4761.4,6088.158277567646
DC,2011,,16.45,29.0,,2564,617996.0,7429.0,29636.0,37065.0,1202.1,4795.5,5997.611635026764
DC,2012,,15.7,28.0,,2857,633427.0,7866.0,30757.0,38623.0,1241.8,4855.7,6097.466637828827
DC,2013,,14.8,28.0,,2577,646449.0,8287.0,31083.0,39370.0,1281.9,4808.3,6090.194276733354
DC,2014,,13.9,29.0,,2837,659836.0,8199.0,34147.0,42346.0,1242.6,5175.1,6417.655296164501
DC,2015,,15.0,30.0,,3177,672228.0,8531.0,31435.0,39966.0,1269.1,4676.2,5945.304271764937
DC,2016,,12.1,27.5,,3442,684336.0,8236.0,32377.0,40613.0,1203.5,4731.2,5934.657828902761
DC,2017,,11.8,26.0,,3359,693972.0,6974.0,29729.0,36703.0,1004.9,4283.9,5288.830096891517
DC,2018,,12.35,25.5,,3158,701547.0,6995.0,30726.0,37721.0,997.1,4379.7,5376.831488125528
DC,2019,,13.15,27.5,,3546,705749.0,7403.0,30821.0,38224.0,1049.0,4367.1,5416.089856308688
DE,2000,,24.55,41.0,,2811,783600.0,5363.0,29727.0,35090.0,684.41,3793.64,4478.0500255232255
DE,2001,,25.55,39.5,,2765,796165.0,4868.0,27399.0,32267.0,611.43,3441.37,4052.8031249803744
DE,2002,,28.4,37.0,,2838,807385.0,4836.0,26967.0,31803.0,598.97,3340.04,3939.012986369576
DE,2003,,23.8,38.5,,2765,817491.0,5379.0,27667.0,33046.0,657.99,3384.38,4042.3686621626416
DE,2004,,22.1,36.5,,2822,830069.0,5105.0,27256.0,32361.0,615.0,3284.0,3898.5915628700745
DE,2005,,24.425,35.0,,2291,843524.0,5332.0,26245.0,31577.0,632.0,3111.0,3743.4619524755662
DE,2006,,22.375,34.0,,2348,853476.0,5817.0,29171.0,34988.0,681.6,3417.9,4099.4708697139695
DE,2007,,22.4,32.5,,2431,864764.0,5960.0,29143.0,35103.0,689.2,3370.1,4059.257785939286
DE,2008,,20.5,34.5,,2433,876211.0,6187.0,31385.0,37572.0,706.1,3581.9,4288.008253719709
DE,2009,,16.85,30.5,,2331,885122.0,5635.0,29648.0,35283.0,636.6,3349.6,3986.2301468046217
DE,2010,,17.325,31.0,,2375,899792.0,5608.0,31078.0,36686.0,623.3,3453.9,4077.164500240056
DE,2011,,17.35,29.0,,2630,907135.0,5075.0,30939.0,36014.0,559.5,3410.6,3970.081630628297
DE,2012,,15.5,27.5,,2678,917053.0,5048.0,30707.0,35755.0,550.5,3348.4,3898.902244472239
DE,2013,,16.9,26.0,,2534,925749.0,4435.0,28379.0,32814.0,479.1,3065.5,3544.589300123468
DE,2014,,16.45,27.5,,2520,935968.0,4568.0,27915.0,32483.0,488.1,2982.5,3470.524633320797
DE,2015,,16.275,27.5,,2863,945934.0,4720.0,25455.0,30175.0,499.0,2691.0,3189.968856178126
DE,2016,,13.75,24.5,,3148,952698.0,4859.0,26370.0,31229.0,510.0,2767.9,3277.9537691902365
DE,2017,,13.25,25.0,,3767,961939.0,4361.0,23477.0,27838.0,453.4,2440.6,2893.9464976469403
DE,2018,,12.875,23.0,,3062,965479.0,4079.0,22405.0,26484.0,422.5,2320.6,2743.0943604159183
DE,2019,,14.1,24.0,,3248,973764.0,4115.0,21931.0,26046.0,422.6,2252.2,2674.7754075936264
FL,2000,52.0,19.79827586206897,26.695652173913043,77.42105263157895,3901,15982378.0,129777.0,780377.0,910154.0,812.0,4882.73,5694.734538252067
FL,2001,46.5,17.644827586206898,23.65217391304348,79.63157894736842,3949,16396515.0,130713.0,782517.0,913230.0,797.2,4772.46,5569.659162328092
FL,2002,43.0,16.04310344827586,22.60869565217392,70.57894736842105,4075,16713149.0,128721.0,777236.0,905957.0,770.18,4650.45,5420.624204331572
FL,2003,40.0,14.741379310344827,22.08695652173913,58.73684210526316,3904,17019068.0,124280.0,757696.0,881976.0,730.24,4452.04,5182.281426926551
FL,2004,41.5,17.18793103448276,21.565217391304348,58.21052631578947,3974,17385430.0,123754.0,727141.0,850895.0,712.0,4183.0,4894.299421987262
FL,2005,49.0,17.298275862068966,20.13043478260869,54.21052631578947,3395,17789864.0,125957.0,712998.0,838955.0,708.0,4008.0,4715.915759670787
FL,2006,53.5,15.558620689655172,20.73913043478261,57.89473684210526,3578,18089888.0,128795.0,721084.0,849879.0,712.0,3986.1,4698.088788609415
FL,2007,58.5,18.65,19.43478260869565,43.68421052631579,3457,18251243.0,131880.0,746347.0,878227.0,722.6,4089.3,4811.875004896927
FL,2008,45.0,13.865517241379312,17.73913043478261,39.26315789473684,3556,18423878.0,126260.0,758906.0,885166.0,685.3,4119.1,4804.449964334327
FL,2009,32.5,12.924137931034483,16.608695652173914,31.894736842105264,3617,18537969.0,113541.0,712010.0,825551.0,612.5,3840.8,4453.297985340249
FL,2010,42.5,12.294827586206896,17.565217391304348,38.05263157894737,3636,18838613.0,101969.0,669035.0,771004.0,541.3,3551.4,4092.679222191145
FL,2011,37.5,12.563793103448276,15.130434782608695,27.789473684210527,3970,19057542.0,98199.0,671200.0,769399.0,515.3,3522.0,4037.241528839344
FL,2012,38.0,12.87758620689655,15.391304347826088,18.05263157894737,3890,19320749.0,94087.0,632988.0,727075.0,487.0,3276.2,3763.1822658635024
FL,2013,31.0,11.324137931034482,15.521739130434783,17.94736842105263,4001,19552860.0,89948.0,607172.0,697120.0,460.0,3105.3,3565.309627338405
FL,2014,50.0,11.8,15.478260869565217,20.157894736842103,4057,19905569.0,91345.0,583774.0,675119.0,458.9,2932.7,3391.6086498205595
FL,2015,44.5,10.656896551724138,12.782608695652174,12.31578947368421,4079,20271272.0,93626.0,570270.0,663896.0,461.9,2813.2,3275.0584176464117
FL,2016,35.5,10.56551724137931,14.173913043478262,10.789473684210526,4258,20656589.0,88700.0,553812.0,642512.0,429.4,2681.0,3110.4457759216684
FL,2017,57.5,11.958620689655174,14.130434782608695,10.842105263157896,4321,20984400.0,85625.0,527220.0,612845.0,408.0,2512.4,2920.479022511961
FL,2018,35.0,10.73448275862069,14.08695652173913,11.63157894736842,4212,21244317.0,81980.0,486017.0,567997.0,385.9,2287.8,2673.6420850809186
FL,2019,53.0,11.844827586206897,13.130434782608695,11.36842105263158,4473,21477737.0,81270.0,460846.0,542116.0,378.4,2145.7,2524.0834264801733
GA,2000,,29.056451612903224,18.0,50.0,3512,8186453.0,41319.0,347630.0,388949.0,504.72,4246.41,4751.129701715749
GA,2001,,25.498387096774195,17.0,54.0,3523,8383915.0,41671.0,347872.0,389543.0,497.04,4149.28,4646.313804469631
GA,2002,,22.626612903225805,15.0,56.0,3600,8560310.0,39271.0,346559.0,385830.0,458.76,4048.44,4507.196585170397
GA,2003,,23.889516129032256,13.0,53.0,3455,8684715.0,39422.0,369501.0,408923.0,453.92,4254.61,4708.536779848274
GA,2004,,24.912096774193547,15.0,56.0,3513,8918129.0,40217.0,376656.0,416873.0,451.0,4224.0,4674.4446060378805
GA,2005,,23.945967741935487,14.0,60.0,2975,9072576.0,40725.0,378534.0,419259.0,449.0,4172.0,4621.168232704802
GA,2006,,22.906451612903226,15.0,62.0,3096,9363941.0,44106.0,364183.0,408289.0,471.0,3889.2,4360.226105653592
GA,2007,,24.622580645161293,15.0,58.0,3081,9544750.0,47075.0,372342.0,419417.0,493.2,3901.0,4394.216715995704
GA,2008,,19.646774193548385,13.0,45.0,3175,9697838.0,47461.0,387099.0,434560.0,489.4,3991.6,4480.99875456777
GA,2009,,17.736290322580647,11.0,31.0,3127,9829211.0,41880.0,360400.0,402280.0,426.1,3666.6,4092.698793422992
GA,2010,,18.36290322580645,14.0,33.0,3158,9712157.0,39068.0,353449.0,392517.0,402.3,3639.2,4041.501800269497
GA,2011,,18.20725806451613,13.0,25.0,3580,9815210.0,36634.0,355952.0,392586.0,373.2,3626.5,3999.771782773878
GA,2012,,14.95241935483871,12.0,10.0,3436,9915646.0,37675.0,339473.0,377148.0,380.0,3423.6,3803.564588731788
GA,2013,,14.408064516129032,9.0,9.0,3459,9992167.0,35943.0,334399.0,370342.0,359.7,3346.6,3706.323162933526
GA,2014,,14.728225806451617,11.0,6.0,3634,10097132.0,38955.0,339146.0,378101.0,385.8,3358.8,3744.637586197744
GA,2015,,13.380645161290325,10.0,4.0,3667,10214860.0,38643.0,308723.0,347366.0,378.3,3022.3,3400.5948197038438
