State,Year,PM10,PM2.5,NO2,SO2,UV_Irradiance,Population,Violent_crime,Property_crime,Total_crime,Violent_crime_per_100K,Property_crime_per_100K,Total_crime_per_100K
WI,2004,54.5,20.74705882352941,,37.8,2414,5503533.0,11548.0,146710.0,158258.0,210.0,2666.0,2875.5710195614347
WI,2005,43.5,24.852941176470587,,54.4,2106,5536201.0,13371.0,147275.0,160646.0,242.0,2660.0,2901.737129847705
WI,2006,44.0,22.22647058823529,,48.0,2055,5556506.0,15783.0,156571.0,172354.0,284.0,2817.8,3101.841336984069
WI,2007,48.0,22.647058823529413,,52.6,2158,5601640.0,16296.0,158959.0,175255.0,290.9,2837.7,3128.6373276397626
WI,2008,42.5,20.84117647058824,,53.6,2060,5627610.0,15499.0,155396.0,170895.0,275.4,2761.3,3036.7242932612603
WI,2009,39.5,22.53529411764706,,44.6,2118,5654774.0,14533.0,147486.0,162019.0,257.0,2608.2,2865.171976811098
WI,2010,44.0,20.764705882352946,,47.4,2127,5691659.0,14167.0,142781.0,156948.0,248.9,2508.6,2757.50883881132
WI,2011,49.0,17.576470588235296,,46.8,2325,5711767.0,13532.0,138949.0,152481.0,236.9,2432.7,2669.5941903792645
WI,2012,37.0,16.849999999999998,,46.4,2574,5724554.0,16254.0,140780.0,157034.0,283.9,2459.2,2743.165668452076
WI,2013,46.0,15.126470588235293,,49.6,2255,5742713.0,15570.0,125688.0,141258.0,271.1,2188.7,2459.7781571184214
WI,2014,59.0,16.28235294117647,,50.6,2393,5759432.0,16763.0,120535.0,137298.0,291.1,2092.8,2383.8809104786724
WI,2015,49.5,14.68235294117647,,43.8,2764,5771337.0,17647.0,113924.0,131571.0,305.8,1974.0,2279.731715545289
WI,2016,39.5,13.017647058823528,,9.4,2741,5772917.0,17716.0,111911.0,129627.0,306.9,1938.6,2245.4332878854834
WI,2017,46.0,12.520588235294117,,8.2,2624,5795483.0,18539.0,104802.0,123341.0,319.9,1808.3,2128.226413570707
WI,2018,59.5,14.18235294117647,,8.8,2742,5807406.0,17365.0,91238.0,108603.0,299.0,1571.1,1870.0776215749336
WI,2019,52.0,15.067647058823528,,5.4,2730,5822434.0,17070.0,85672.0,102742.0,293.2,1471.4,1764.5884865332953
WV,2000,65.26666666666667,26.07857142857143,45.0,147.0,2923,1808344.0,5723.0,41344.0,47067.0,316.48,2286.29,2602.768057405007
WV,2001,61.4,28.469047619047625,44.0,145.27272727272728,2872,1801916.0,5035.0,41085.0,46120.0,279.42,2280.07,2559.4977790307653
WV,2002,65.0,27.92619047619048,43.0,137.0,2941,1801873.0,4221.0,41099.0,45320.0,234.26,2280.9,2515.16061342836
WV,2003,65.5,24.63095238095238,46.0,130.54545454545453,2841,1810354.0,4661.0,42714.0,47375.0,257.46,2359.43,2616.891502987813
WV,2004,73.23333333333333,24.916666666666668,43.0,140.8181818181818,2931,1812548.0,5110.0,46326.0,51436.0,282.0,2556.0,2837.773123801411
WV,2005,68.26666666666667,26.109523809523807,40.0,127.27272727272728,2315,1816856.0,4957.0,47696.0,52653.0,273.0,2625.0,2898.0282421942084
WV,2006,66.56666666666666,23.976190476190474,35.0,113.9090909090909,2316,1818470.0,5087.0,47672.0,52759.0,279.7,2621.5,2901.2851463043107
WV,2007,78.5,25.861904761904764,35.5,123.0,2437,1812035.0,4987.0,45753.0,50740.0,275.2,2525.0,2800.16666344745
WV,2008,67.5,21.19047619047619,31.0,109.54545454545456,2409,1814873.0,5027.0,46349.0,51376.0,277.0,2553.8,2830.8316890493165
WV,2009,44.4,17.75952380952381,31.0,91.27272727272728,2385,1819777.0,5396.0,45981.0,51377.0,296.5,2526.7,2823.258014580907
WV,2010,68.43333333333334,19.84047619047619,32.5,65.72727272727273,2470,1854368.0,5586.0,41301.0,46887.0,301.2,2227.2,2528.462527394778
WV,2011,51.26666666666667,18.44047619047619,29.0,58.45454545454545,2605,1855364.0,5861.0,42189.0,48050.0,315.9,2273.9,2589.7883110807365
WV,2012,65.33333333333333,16.01904761904762,28.0,30.727272727272727,2752,1856680.0,5943.0,44500.0,50443.0,320.1,2396.8,2716.83865825021
WV,2013,53.4,15.252380952380951,28.0,25.818181818181817,2626,1854304.0,5371.0,39013.0,44384.0,289.7,2103.9,2393.566534937098
WV,2014,34.266666666666666,14.95714285714286,29.0,26.181818181818183,2829,1848751.0,5850.0,38282.0,44132.0,316.4,2070.7,2387.1251455712536
WV,2015,45.73333333333333,15.99047619047619,30.0,26.454545454545453,3101,1844128.0,6231.0,37251.0,43482.0,337.9,2020.0,2357.862360964098
WV,2016,41.766666666666666,12.61904761904762,27.5,16.0,3449,1828637.0,6633.0,37282.0,43915.0,362.7,2038.8,2401.5154456570663
WV,2017,31.666666666666668,12.638095238095238,26.0,12.818181818181818,3479,1815857.0,6368.0,33630.0,39998.0,350.7,1852.0,2202.706490654275
WV,2018,37.93333333333333,12.75,25.5,16.09090909090909,3382,1804291.0,5411.0,27888.0,33299.0,299.9,1545.6,1845.5448705336332
WV,2019,36.16666666666666,12.535714285714286,27.5,15.181818181818182,3459,1792147.0,5674.0,28376.0,34050.0,316.6,1583.4,1899.9557513976256
WY,2000,51.4,22.425,,,2931,493782.0,1316.0,14969.0,16285.0,266.51,3031.5,3298.014103389755
WY,2001,46.833333333333336,23.4,,,2859,494423.0,1272.0,16120.0,17392.0,257.27,3260.37,3517.635708694781
WY,2002,56.0,20.175,,,2822,498703.0,1364.0,16494.0,17858.0,273.51,3307.38,3580.888825613641
WY,2003,49.4,17.55,,,2813,501242.0,1314.0,16648.0,17962.0,262.15,3321.35,3583.498589503673
WY,2004,48.333333333333336,24.65,,,2881,505887.0,1163.0,16889.0,18052.0,230.0,3339.0,3568.3858252930004
WY,2005,46.06666666666666,20.05,,,2835,509294.0,1172.0,16070.0,17242.0,230.0,3155.0,3385.470867514638
WY,2006,57.16666666666666,16.1,,,2854,515004.0,1234.0,15350.0,16584.0,239.6,2980.6,3220.1691637346507
WY,2007,57.73333333333333,17.475,,,2842,522830.0,1251.0,14984.0,16235.0,239.3,2865.9,3105.215844538378
WY,2008,50.06666666666666,15.7,,,2776,532981.0,1312.0,14511.0,15823.0,246.2,2722.6,2968.7737461560546
WY,2009,52.1,18.175,,,2766,544270.0,1242.0,14354.0,15596.0,228.2,2637.3,2865.489554816543
WY,2010,45.26666666666667,19.25,,,2670,564554.0,1117.0,13869.0,14986.0,197.9,2456.6,2654.484779135388
WY,2011,47.73333333333333,17.125,,,2853,568158.0,1246.0,12877.0,14123.0,219.3,2266.4,2485.7522027323384
WY,2012,58.833333333333336,15.025,,,3124,576626.0,1161.0,13222.0,14383.0,201.3,2293.0,2494.337750985908
WY,2013,46.66666666666666,15.125,,,2852,582658.0,1152.0,12809.0,13961.0,197.7,2198.4,2396.088271335844
WY,2014,42.43333333333333,14.55,,,3050,584304.0,1142.0,11477.0,12619.0,195.4,1964.2,2159.6634628549523
WY,2015,49.43333333333334,14.675,,,3288,586107.0,1302.0,11151.0,12453.0,222.1,1902.6,2124.697367545516
WY,2016,36.9,14.675,,,3468,584910.0,1431.0,11460.0,12891.0,244.7,1959.3,2203.928809560445
WY,2017,59.93333333333334,16.775,,,3478,579315.0,1376.0,10604.0,11980.0,237.5,1830.4,2067.959572943908
WY,2018,42.0,14.375,,,3448,577601.0,1235.0,10308.0,11543.0,213.8,1784.6,1998.4383683546257
WY,2019,36.0,14.25,,,3378,578759.0,1258.0,9093.0,10351.0,217.4,1571.1,1788.4819069768248
