Area,Year,Population,Violent_crime,Violent_crime_per_100K,Murder,Murder_per_100K,Rape,Rape_per_100K,Robbery,Robbery_per_100K,Aggravated_assault,Aggravated_assault_per_100K,Property_crime,Property_crime_per_100K,Burglary,Burglary_per_100K,Larceny_theft,Larceny_theft_per_100K,Motor_vehicle_theft,Motor_vehicle_theft_per_100K,Rape_legacy,Rape_legacy_per_100K,Rape_revised,Rape_revised_per_100K,State,Total_crime,Total_crime_per_100K
Nebraska,2011,1842641.0,4665.0,253.2,67.0,3.6,695.0,37.7,997.0,54.1,2906.0,157.7,50726.0,2752.9,8714.0,472.9,37909.0,2057.3,4103.0,222.7,,,,,NE,55391.0,3006.065750192251
North Dakota,2010,674629.0,1548.0,229.5,10.0,1.5,245.0,36.3,90.0,13.3,1203.0,178.3,12010.0,1780.2,2000.0,296.5,9137.0,1354.4,873.0,129.4,,,,,ND,13558.0,2009.6971817102437
North Dakota,2011,683932.0,1689.0,247.0,24.0,3.5,259.0,37.9,91.0,13.3,1315.0,192.3,13246.0,1936.7,2433.0,355.7,9833.0,1437.7,980.0,143.3,,,,,ND,14935.0,2183.6966248106537
South Dakota,2010,816598.0,2196.0,268.9,23.0,2.8,385.0,47.1,154.0,18.9,1634.0,200.1,15188.0,1859.9,3192.0,390.9,11196.0,1371.1,800.0,98.0,,,,,SD,17384.0,2128.832056899478
South Dakota,2011,824082.0,2094.0,254.1,21.0,2.5,496.0,60.2,167.0,20.3,1410.0,171.1,14979.0,1817.7,2899.0,351.8,11134.0,1351.1,946.0,114.8,,,,,SD,17073.0,2071.7598491412264
Delaware,2010,899792.0,5608.0,623.3,51.0,5.7,326.0,36.2,1839.0,204.4,3392.0,377.0,31078.0,3453.9,7550.0,839.1,21593.0,2399.8,1935.0,215.0,,,,,DE,36686.0,4077.1645002400555
Delaware,2011,907135.0,5075.0,559.5,41.0,4.5,289.0,31.9,1538.0,169.5,3207.0,353.5,30939.0,3410.6,7531.0,830.2,21878.0,2411.8,1530.0,168.7,,,,,DE,36014.0,3970.0816306282973
District Of Columbia,2010,604912.0,8026.0,1326.8,132.0,21.8,187.0,30.9,4325.0,715.0,3382.0,559.1,28802.0,4761.4,4233.0,699.8,19514.0,3225.9,5055.0,835.7,,,,,DC,36828.0,6088.158277567646
District Of Columbia,2011,617996.0,7429.0,1202.1,108.0,17.5,173.0,28.0,4093.0,662.3,3055.0,494.3,29636.0,4795.5,3850.0,623.0,21330.0,3451.5,4456.0,721.0,,,,,DC,37065.0,5997.611635026764
Florida,2010,18838613.0,101969.0,541.3,987.0,5.2,5373.0,28.5,26086.0,138.5,69523.0,369.0,669035.0,3551.4,169119.0,897.7,458454.0,2433.6,41462.0,220.1,,,,,FL,771004.0,4092.679222191145
Florida,2011,19057542.0,98199.0,515.3,984.0,5.2,5274.0,27.7,25622.0,134.4,66319.0,348.0,671200.0,3522.0,170171.0,892.9,461408.0,2421.1,39621.0,207.9,,,,,FL,769399.0,4037.2415288393436
Georgia,2010,9712157.0,39068.0,402.3,555.0,5.7,2107.0,21.7,12372.0,127.4,24034.0,247.5,353449.0,3639.2,96947.0,998.2,226161.0,2328.6,30341.0,312.4,,,,,GA,392517.0,4041.501800269497
Georgia,2011,9815210.0,36634.0,373.2,554.0,5.6,2053.0,20.9,12148.0,123.8,21879.0,222.9,355952.0,3626.5,95657.0,974.6,230820.0,2351.7,29475.0,300.3,,,,,GA,392586.0,3999.771782773878
Maryland,2010,5785681.0,31607.0,546.3,426.0,7.4,1228.0,21.2,11054.0,191.1,18899.0,326.7,173309.0,2995.5,36704.0,634.4,118578.0,2049.5,18027.0,311.6,,,,,MD,204916.0,3541.7784008485773
Maryland,2011,5828289.0,28797.0,494.1,398.0,6.8,1194.0,20.5,10343.0,177.5,16862.0,289.3,166699.0,2860.2,35784.0,614.0,114847.0,1970.5,16068.0,275.7,,,,,MD,195496.0,3354.2605728713866
North Carolina,2010,9560234.0,34679.0,362.7,474.0,5.0,2002.0,20.9,9620.0,100.6,22583.0,236.2,329202.0,3443.5,102826.0,1075.6,208057.0,2176.3,18319.0,191.6,,,,,NC,363881.0,3806.193446729442
North Carolina,2011,9656401.0,33774.0,349.8,508.0,5.3,1995.0,20.7,9550.0,98.9,21721.0,224.9,340562.0,3526.8,106144.0,1099.2,217386.0,2251.2,17032.0,176.4,,,,,NC,374336.0,3876.5581503916414
South Carolina,2010,4637106.0,27923.0,602.2,265.0,5.7,1551.0,33.4,5017.0,108.2,21090.0,454.8,181098.0,3905.4,46261.0,997.6,121544.0,2621.1,13293.0,286.7,,,,,SC,209021.0,4507.574336234712
South Carolina,2011,4679230.0,26760.0,571.9,320.0,6.8,1612.0,34.5,4313.0,92.2,20515.0,438.4,182685.0,3904.2,46921.0,1002.8,122100.0,2609.4,13664.0,292.0,,,,,SC,209445.0,4476.056958089259
Virginia,2010,8023953.0,17184.0,214.2,376.0,4.7,1580.0,19.7,5678.0,70.8,9550.0,119.0,187403.0,2335.5,30804.0,383.9,145990.0,1819.4,10609.0,132.2,,,,,VA,204587.0,2549.703369399098
Virginia,2011,8096604.0,15923.0,196.7,303.0,3.7,1536.0,19.0,5430.0,67.1,8654.0,106.9,182141.0,2249.6,30597.0,377.9,141820.0,1751.6,9724.0,120.1,,,,,VA,198064.0,2446.2601851344093
West Virginia,2010,1854368.0,5586.0,301.2,58.0,3.1,362.0,19.5,776.0,41.8,4390.0,236.7,41301.0,2227.2,10778.0,581.2,28104.0,1515.6,2419.0,130.4,,,,,WV,46887.0,2528.462527394778
West Virginia,2011,1855364.0,5861.0,315.9,80.0,4.3,388.0,20.9,910.0,49.0,4483.0,241.6,42189.0,2273.9,11192.0,603.2,28743.0,1549.2,2254.0,121.5,,,,,WV,48050.0,2589.7883110807365
Alabama,2010,4785401.0,18363.0,383.7,275.0,5.7,1355.0,28.3,4864.0,101.6,11869.0,248.0,168828.0,3528.0,42484.0,887.8,115564.0,2414.9,10780.0,225.3,,,,,AL,187191.0,3911.7098023760186
Alabama,2011,4802740.0,20174.0,420.1,301.0,6.3,1371.0,28.5,4910.0,102.2,13592.0,283.0,173190.0,3606.1,51117.0,1064.3,111411.0,2319.7,10662.0,222.0,,,,,AL,193364.0,4026.1184240662624
Kentucky,2010,4347223.0,10604.0,243.9,188.0,4.3,1438.0,33.1,3748.0,86.2,5230.0,120.3,111170.0,2557.3,30443.0,700.3,74488.0,1713.5,6239.0,143.5,,,,,KY,121774.0,2801.1905531416264
Kentucky,2011,4369356.0,10406.0,238.2,153.0,3.5,1463.0,33.5,3693.0,84.5,5097.0,116.7,118358.0,2708.8,32553.0,745.0,79132.0,1811.1,6673.0,152.7,,,,,KY,128764.0,2946.9789140550693
Mississippi,2010,2970072.0,7999.0,269.3,204.0,6.9,931.0,31.3,2777.0,93.5,4087.0,137.6,88596.0,2983.0,30453.0,1025.3,52784.0,1777.2,5359.0,180.4,,,,,MS,96595.0,3252.278059252436
Mississippi,2011,2978512.0,8036.0,269.8,239.0,8.0,865.0,29.0,2492.0,83.7,4440.0,149.1,90115.0,3025.5,30907.0,1037.7,54283.0,1822.5,4925.0,165.4,,,,,MS,98151.0,3295.3031580869906
Tennessee,2010,6357436.0,38909.0,612.0,359.0,5.6,2173.0,34.2,8361.0,131.5,28016.0,440.7,232855.0,3662.7,64293.0,1011.3,153729.0,2418.1,14833.0,233.3,,,,,TN,271764.0,4274.742207393043
Tennessee,2011,6403353.0,38944.0,608.2,373.0,5.8,2024.0,31.6,8081.0,126.2,28466.0,444.5,230261.0,3595.9,62749.0,979.9,153476.0,2396.8,14036.0,219.2,,,,,TN,269205.0,4204.125557344722
Arkansas,2010,2921588.0,14711.0,503.5,134.0,4.6,1321.0,45.2,2369.0,81.1,10887.0,372.6,103820.0,3553.5,32463.0,1111.1,65796.0,2252.1,5561.0,190.3,,,,,AR,118531.0,4057.07444033861
Arkansas,2011,2937979.0,14129.0,480.9,162.0,5.5,1213.0,41.3,2428.0,82.6,10326.0,351.5,110295.0,3754.1,34471.0,1173.3,70012.0,2383.0,5812.0,197.8,,,,,AR,124424.0,4235.02005970771
Louisiana,2010,4545343.0,25241.0,555.3,500.0,11.0,1230.0,27.1,5297.0,116.5,18214.0,400.7,165667.0,3644.8,45437.0,999.6,110260.0,2425.8,9970.0,219.3,,,,,LA,190908.0,4200.079069940376
Louisiana,2011,4574836.0,25406.0,555.3,513.0,11.2,1268.0,27.7,5239.0,114.5,18386.0,401.9,168744.0,3688.5,46320.0,1012.5,113301.0,2476.6,9123.0,199.4,,,,,LA,194150.0,4243.867976906713
Oklahoma,2010,3760184.0,18100.0,481.4,195.0,5.2,1469.0,39.1,3345.0,89.0,13091.0,348.1,129464.0,3443.0,37848.0,1006.5,81303.0,2162.2,10313.0,274.3,,,,,OK,147564.0,3924.3824238388333
Oklahoma,2011,3791508.0,17243.0,454.8,208.0,5.5,1403.0,37.0,3282.0,86.6,12350.0,325.7,127252.0,3356.2,36341.0,958.5,79880.0,2106.8,11031.0,290.9,,,,,OK,144495.0,3811.0166192449024
Texas,2010,25253466.0,113231.0,448.4,1249.0,4.9,7622.0,30.2,32843.0,130.1,71517.0,283.2,951246.0,3766.8,228597.0,905.2,654626.0,2592.2,68023.0,269.4,,,,,TX,1064477.0,4215.171889672491
Texas,2011,25674681.0,104873.0,408.5,1126.0,4.4,7439.0,29.0,28395.0,110.6,67913.0,264.5,891499.0,3472.3,215223.0,838.3,612938.0,2387.3,63338.0,246.7,,,,,TX,996372.0,3880.757077371283
Arizona,2010,6413158.0,26528.0,413.6,408.0,6.4,2191.0,34.2,6953.0,108.4,16976.0,264.7,226802.0,3536.5,50932.0,794.2,154137.0,2403.4,21733.0,338.9,,,,,AZ,253330.0,3950.1599679908086
Arizona,2011,6482505.0,26311.0,405.9,405.0,6.2,2264.0,34.9,7127.0,109.9,16515.0,254.8,230422.0,3554.5,54929.0,847.3,155664.0,2401.3,19829.0,305.9,,,,,AZ,256733.0,3960.398025146143
Colorado,2010,5047692.0,16339.0,323.7,129.0,2.6,2230.0,44.2,3164.0,62.7,10816.0,214.3,135001.0,2674.5,26196.0,519.0,97534.0,1932.2,11271.0,223.3,,,,,CO,151340.0,2998.201950515206
Colorado,2011,5116796.0,16383.0,320.2,149.0,2.9,2278.0,44.5,3306.0,64.6,10650.0,208.1,133361.0,2606.3,25768.0,503.6,96546.0,1886.8,11047.0,215.9,,,,,CO,149744.0,2926.518860630754
Idaho,2010,1571102.0,3464.0,220.5,22.0,1.4,533.0,33.9,213.0,13.6,2696.0,171.6,31436.0,2000.9,6513.0,414.5,23594.0,1501.7,1329.0,84.6,,,,,ID,34900.0,2221.3707321357874
Idaho,2011,1584985.0,3184.0,200.9,36.0,2.3,435.0,27.4,184.0,11.6,2529.0,159.6,32787.0,2068.6,6920.0,436.6,24534.0,1547.9,1333.0,84.1,,,,,ID,35971.0,2269.4852001753957
Montana,2010,990958.0,2733.0,275.8,25.0,2.5,332.0,33.5,154.0,15.5,2222.0,224.2,25409.0,2564.1,3692.0,372.6,20166.0,2035.0,1551.0,156.5,,,,,MT,28142.0,2839.8781784899056
Montana,2011,998199.0,2670.0,267.5,28.0,2.8,357.0,35.8,169.0,16.9,2116.0,212.0,23155.0,2319.7,3390.0,339.6,18307.0,1834.0,1458.0,146.1,,,,,MT,25825.0,2587.159474213058
Nevada,2010,2704283.0,17929.0,663.0,158.0,5.8,965.0,35.7,5298.0,195.9,11508.0,425.5,75004.0,2773.5,22286.0,824.1,42533.0,1572.8,10185.0,376.6,,,,,NV,92933.0,3436.5116372805655
Nevada,2011,2723322.0,15309.0,562.1,141.0,5.2,912.0,33.5,4299.0,157.9,9957.0,365.6,69731.0,2560.5,20214.0,742.3,40032.0,1470.0,9485.0,348.3,,,,,NV,85040.0,3122.656813994085
New Mexico,2010,2065913.0,12147.0,588.0,140.0,6.8,959.0,46.4,1616.0,78.2,9432.0,456.6,70776.0,3425.9,21023.0,1017.6,44503.0,2154.2,5250.0,254.1,,,,,NM,82923.0,4013.866992462897
New Mexico,2011,2082224.0,11817.0,567.5,156.0,7.5,857.0,41.2,1722.0,82.7,9082.0,436.2,73534.0,3531.5,21423.0,1028.9,46703.0,2242.9,5408.0,259.7,,,,,NM,85351.0,4099.030651841493
Utah,2010,2775479.0,5925.0,213.5,53.0,1.9,983.0,35.4,1269.0,45.7,3620.0,130.4,88316.0,3182.0,15095.0,543.9,67242.0,2422.7,5979.0,215.4,,,,,UT,94241.0,3395.4859683679824
Utah,2011,2817222.0,5494.0,195.0,54.0,1.9,854.0,30.3,1081.0,38.4,3505.0,124.4,83758.0,2973.1,13122.0,465.8,64453.0,2287.8,6183.0,219.5,,,,,UT,89252.0,3168.0854401960514
Wyoming,2010,564554.0,1117.0,197.9,8.0,1.4,162.0,28.7,77.0,13.6,870.0,154.1,13869.0,2456.6,2151.0,381.0,11126.0,1970.8,592.0,104.9,,,,,WY,14986.0,2654.484779135388
Wyoming,2011,568158.0,1246.0,219.3,18.0,3.2,146.0,25.7,71.0,12.5,1011.0,177.9,12877.0,2266.4,1863.0,327.9,10493.0,1846.8,521.0,91.7,,,,,WY,14123.0,2485.7522027323384
Alaska,2010,714146.0,4537.0,635.3,31.0,4.3,533.0,74.6,594.0,83.2,3379.0,473.2,20259.0,2836.8,3105.0,434.8,15535.0,2175.3,1619.0,226.7,,,,,AK,24796.0,3472.1191465050565
Alaska,2011,722718.0,4383.0,606.5,29.0,4.0,420.0,58.1,576.0,79.7,3358.0,464.6,19028.0,2632.8,2826.0,391.0,14859.0,2056.0,1343.0,185.8,,,,,AK,23411.0,3239.299422457999
California,2010,37338198.0,164133.0,439.6,1809.0,4.8,8331.0,22.3,58116.0,155.6,95877.0,256.8,981939.0,2629.9,228857.0,612.9,600558.0,1608.4,152524.0,408.5,,,,,CA,1146072.0,3069.435755844457
California,2011,37691912.0,154944.0,411.1,1792.0,4.8,7663.0,20.3,54292.0,144.0,91197.0,242.0,973901.0,2583.8,230090.0,610.4,596963.0,1583.8,146848.0,389.6,,,,,CA,1128845.0,2994.926338573644
Hawaii,2010,1363359.0,3603.0,264.3,25.0,1.8,377.0,27.7,1065.0,78.1,2136.0,156.7,45667.0,3349.6,8706.0,638.6,31681.0,2323.7,5280.0,387.3,,,,,HI,49270.0,3613.8683941647064
Hawaii,2011,1374810.0,3949.0,287.2,17.0,1.2,434.0,31.6,1042.0,75.8,2456.0,178.6,45889.0,3337.8,10008.0,728.0,31697.0,2305.6,4184.0,304.3,,,,,HI,49838.0,3625.082738705712
Oregon,2010,3838332.0,9648.0,251.4,96.0,2.5,1239.0,32.3,2421.0,63.1,5892.0,153.5,116657.0,3039.3,20035.0,522.0,87494.0,2279.5,9128.0,237.8,,,,,OR,126305.0,3290.6220722959874
Oregon,2011,3871859.0,9586.0,247.6,82.0,2.1,1217.0,31.4,2222.0,57.4,6065.0,156.6,120594.0,3114.6,20448.0,528.1,91099.0,2352.8,9047.0,233.7,,,,,OR,130180.0,3362.2092126805237
Washington,2010,6742950.0,21138.0,313.5,154.0,2.3,2579.0,38.2,5929.0,87.9,12476.0,185.0,249426.0,3699.1,55192.0,818.5,168490.0,2498.8,25744.0,381.8,,,,,WA,270564.0,4012.5464373901636
Washington,2011,6830038.0,20121.0,294.6,162.0,2.4,2290.0,33.5,5638.0,82.5,12031.0,176.1,244146.0,3574.6,56532.0,827.7,162779.0,2383.3,24835.0,363.6,,,,,WA,264267.0,3869.187843464414
Puerto Rico,2010,3721978.0,10246.0,275.3,977.0,26.2,39.0,1.0,6516.0,175.1,2714.0,72.9,51036.0,1371.2,17494.0,470.0,26773.0,719.3,6769.0,181.9,,,,,PR,61282.0,1646.4901189636264
Puerto Rico,2011,3706690.0,10540.0,284.4,1136.0,30.6,45.0,1.2,6465.0,174.4,2894.0,78.1,51717.0,1395.2,16591.0,447.6,29273.0,789.7,5853.0,157.9,,,,,PR,62257.0,1679.5847508154175
Connecticut,2012,3591765.0,10183.0,283.5,117.0,3.3,933.0,25.976086965600476,3709.0,103.3,5424.0,151.0,77169.0,2148.5,14787.0,411.7,55904.0,1556.4,6478.0,180.4,933.0,26.0,0.0,0.0,CT,87352.0,2432.0076619712036
Connecticut,2013,3596080.0,9153.0,254.5,86.0,2.4,668.0,18.57578251874263,3530.0,98.2,4869.0,135.4,70990.0,1974.1,12892.0,358.5,51876.0,1442.6,6222.0,173.0,668.0,18.6,0.0,0.0,CT,80143.0,2228.6211652688485
Maine,2012,1328501.0,1626.0,122.4,26.0,2.0,372.0,28.001484379763355,420.0,31.6,808.0,60.8,33398.0,2514.0,7476.0,562.7,24931.0,1876.6,991.0,74.6,372.0,28.0,0.0,0.0,ME,35024.0,2636.3548089162146
Maine,2013,1328302.0,1615.0,121.6,24.0,1.8,344.0,25.897725065534797,335.0,25.2,912.0,68.7,30447.0,2292.2,6483.0,488.1,23050.0,1735.3,914.0,68.8,344.0,25.9,0.0,0.0,ME,32062.0,2413.7583170092344
Massachusetts,2012,6645303.0,27047.0,407.0,121.0,1.8,1650.0,24.82956759082317,6555.0,98.6,18721.0,281.7,143325.0,2156.8,34635.0,521.2,99453.0,1496.6,9237.0,139.0,1650.0,24.8,0.0,0.0,MA,170372.0,2563.7958118689244
Massachusetts,2013,6692824.0,27038.0,404.0,137.0,2.0,2089.0,31.212534499637226,6706.0,100.2,18106.0,270.5,137285.0,2051.2,30735.0,459.2,97428.0,1455.7,9122.0,136.3,2089.0,31.2,0.0,0.0,MA,164323.0,2455.2117312512623
New Hampshire,2012,1321617.0,2841.0,215.0,15.0,1.1,486.0,36.773134728139844,471.0,35.6,1869.0,141.4,32074.0,2426.9,5988.0,453.1,25024.0,1893.4,1062.0,80.4,486.0,36.8,0.0,0.0,NH,34915.0,2641.839504183133
New Hampshire,2013,1323459.0,2642.0,199.6,22.0,1.7,479.0,36.19303658065721,649.0,49.0,1492.0,112.7,29040.0,2194.3,4936.0,373.0,23164.0,1750.3,940.0,71.0,479.0,36.2,0.0,0.0,NH,31682.0,2393.8784654454726
Rhode Island,2012,1050304.0,2657.0,253.0,36.0,3.4,292.0,27.80147462068125,715.0,68.1,1614.0,153.7,27039.0,2574.4,5929.0,564.5,18478.0,1759.3,2632.0,250.6,292.0,27.8,0.0,0.0,RI,29696.0,2827.3718847114737
Rhode Island,2013,1051511.0,2572.0,244.6,31.0,2.9,307.0,29.196080687696085,684.0,65.0,1550.0,147.4,25678.0,2442.0,5607.0,533.2,17838.0,1696.4,2233.0,212.4,307.0,29.2,0.0,0.0,RI,28250.0,2686.6100307081906
Vermont,2012,625953.0,891.0,142.3,8.0,1.3,131.0,20.928088850121334,114.0,18.2,638.0,101.9,15653.0,2500.7,4179.0,667.6,11014.0,1759.6,460.0,73.5,131.0,20.9,0.0,0.0,VT,16544.0,2643.0099384458576
Vermont,2013,626630.0,720.0,114.9,10.0,1.6,91.0,14.522126294623622,73.0,11.6,546.0,87.1,13875.0,2214.2,3313.0,528.7,10228.0,1632.2,334.0,53.3,91.0,14.5,0.0,0.0,VT,14595.0,2329.125640330019
New Jersey,2012,8867749.0,25727.0,290.1,388.0,4.4,1035.0,11.671507617096516,11385.0,128.4,12919.0,145.7,181481.0,2046.5,42338.0,477.4,122662.0,1383.2,16481.0,185.9,1035.0,11.7,0.0,0.0,NJ,207208.0,2336.6471017616755
New Jersey,2013,8899339.0,25415.0,285.6,401.0,4.5,861.0,9.674875853139204,12082.0,135.8,12071.0,135.6,167556.0,1882.8,35873.0,403.1,117936.0,1325.2,13747.0,154.5,861.0,9.7,0.0,0.0,NJ,192971.0,2168.3745275913193
New York,2012,19576125.0,79535.0,406.3,683.0,3.5,2837.0,14.492142852581907,28633.0,146.3,47382.0,242.0,375268.0,1917.0,64389.0,328.9,293562.0,1499.6,17317.0,88.5,2837.0,14.5,0.0,0.0,NY,454803.0,2323.253452866694
New York,2013,19651127.0,76596.0,389.8,648.0,3.3,2577.0,13.113751694750126,27241.0,138.6,46130.0,234.7,358598.0,1824.8,56442.0,287.2,286674.0,1458.8,15482.0,78.8,2577.0,13.1,0.0,0.0,NY,435194.0,2214.6007198467546
Pennsylvania,2012,12764475.0,45384.0,355.5,707.0,5.5,3371.0,26.409233438899758,15735.0,123.3,25571.0,200.3,276562.0,2166.7,57040.0,446.9,204409.0,1601.4,15113.0,118.4,3371.0,26.4,0.0,0.0,PA,321946.0,2522.2032241827415
Pennsylvania,2013,12773801.0,41713.0,326.6,594.0,4.7,2638.0,20.65164472188036,14762.0,115.6,23719.0,185.7,263240.0,2060.8,52034.0,407.3,197436.0,1545.6,13770.0,107.8,2638.0,20.7,0.0,0.0,PA,304953.0,2387.3316955540486
Illinois,2012,12868192.0,53556.0,416.2,770.0,6.0,3581.0,27.82830719342702,19480.0,151.4,29725.0,231.0,332706.0,2585.5,71100.0,552.5,235314.0,1828.6,26292.0,204.3,3581.0,27.8,0.0,0.0,IL,386262.0,3001.680422548871
Illinois,2013,12882135.0,47987.0,372.5,706.0,5.5,3276.0,25.430567215760426,17722.0,137.6,26283.0,204.0,292983.0,2274.3,58237.0,452.1,213813.0,1659.8,20933.0,162.5,3276.0,25.4,0.0,0.0,IL,340970.0,2646.8438655548944
Indiana,2012,6537782.0,22544.0,344.8,307.0,4.7,1661.0,25.406169860053456,6601.0,101.0,13975.0,213.8,197994.0,3028.5,47689.0,729.4,136668.0,2090.4,13637.0,208.6,1661.0,25.4,0.0,0.0,IN,220538.0,3373.2847011417634
Indiana,2013,6570902.0,22991.0,349.9,355.0,5.4,1646.0,25.049833340993366,7108.0,108.2,13882.0,211.3,187536.0,2854.0,42909.0,653.0,130423.0,1984.9,14204.0,216.2,1646.0,25.0,0.0,0.0,IN,210527.0,3203.928471311853
Michigan,2012,9882519.0,44962.0,455.0,701.0,7.1,4635.0,46.9009976100223,10423.0,105.5,29203.0,295.5,249249.0,2522.1,65560.0,663.4,158609.0,1604.9,25080.0,253.8,4635.0,46.9,0.0,0.0,MI,294211.0,2977.0850933856036
Michigan,2013,9895622.0,42536.0,429.8,631.0,6.4,4606.0,46.5458361283404,10105.0,102.1,27194.0,274.8,230334.0,2327.6,56344.0,569.4,149423.0,1510.0,24567.0,248.3,4606.0,46.5,0.0,0.0,MI,272870.0,2757.4820461007907
Ohio,2012,11553031.0,34827.0,301.5,478.0,4.1,3813.0,33.00432587777181,15396.0,133.3,15140.0,131.0,370435.0,3206.4,105312.0,911.6,245372.0,2123.9,19751.0,171.0,3813.0,33.0,0.0,0.0,OH,405262.0,3507.841362149898
Ohio,2013,11570808.0,31904.0,275.7,455.0,3.9,2824.0,24.40624716960129,14368.0,124.2,14257.0,123.2,338731.0,2927.5,91433.0,790.2,227766.0,1968.5,19532.0,168.8,2824.0,24.4,0.0,0.0,OH,370635.0,3203.190304428178
Wisconsin,2012,5724554.0,16254.0,283.9,169.0,3.0,1228.0,21.451452811869714,4692.0,82.0,10165.0,177.6,140780.0,2459.2,27931.0,487.9,104619.0,1827.5,8230.0,143.8,1228.0,21.5,0.0,0.0,WI,157034.0,2743.1656684520754
Wisconsin,2013,5742713.0,15570.0,271.1,162.0,2.8,1296.0,22.567730617915263,4834.0,84.2,9278.0,161.6,125688.0,2188.7,24347.0,424.0,93953.0,1636.0,7388.0,128.6,1296.0,22.6,0.0,0.0,WI,141258.0,2459.7781571184214
Iowa,2012,3075039.0,8167.0,265.6,49.0,1.6,901.0,29.30044139277583,962.0,31.3,6255.0,203.4,70357.0,2288.0,17201.0,559.4,49116.0,1597.2,4040.0,131.4,901.0,29.3,0.0,0.0,IA,78524.0,2553.5936292190113
Iowa,2013,3090416.0,8062.0,260.9,43.0,1.4,757.0,24.49508415695492,939.0,30.4,6323.0,204.6,67800.0,2193.9,15868.0,513.5,47686.0,1543.0,4246.0,137.4,757.0,24.5,0.0,0.0,IA,75862.0,2454.7504284212873
Kansas,2012,2885398.0,10292.0,356.7,85.0,2.9,1105.0,38.29627663150803,1493.0,51.7,7609.0,263.7,91066.0,3156.1,18874.0,654.1,65413.0,2267.0,6779.0,234.9,1105.0,38.3,0.0,0.0,KS,101358.0,3512.7909563949233
Kansas,2013,2893957.0,9478.0,327.5,112.0,3.9,835.0,28.853227604971327,1350.0,46.6,7181.0,248.1,85280.0,2946.8,17375.0,600.4,61264.0,2117.0,6641.0,229.5,835.0,28.9,0.0,0.0,KS,94758.0,3274.3402890920634
Minnesota,2012,5379646.0,12419.0,230.9,99.0,1.8,1638.0,30.44810011662478,3475.0,64.6,7207.0,134.0,138152.0,2568.1,25378.0,471.7,104316.0,1939.1,8458.0,157.2,1638.0,30.4,0.0,0.0,MN,150571.0,2798.9016377657567
Minnesota,2013,5420380.0,12100.0,223.2,114.0,2.1,1403.0,25.883794125135136,3674.0,67.8,6909.0,127.5,131195.0,2420.4,22713.0,419.0,100516.0,1854.4,7966.0,147.0,1403.0,25.9,0.0,0.0,MN,143295.0,2643.633841169807
Missouri,2012,6024522.0,27189.0,451.3,390.0,6.5,1527.0,25.3464092254954,5782.0,96.0,19490.0,323.5,199813.0,3316.7,42510.0,705.6,140971.0,2340.0,16332.0,271.1,1527.0,25.3,0.0,0.0,MO,227002.0,3767.966985596534
Missouri,2013,6044171.0,25509.0,422.0,371.0,6.1,1599.0,26.455240925513195,5484.0,90.7,18055.0,298.7,189606.0,3137.0,38865.0,643.0,134416.0,2223.9,16325.0,270.1,1599.0,26.5,0.0,0.0,MO,215115.0,3559.048875354453
Nebraska,2012,1855350.0,4802.0,258.8,52.0,2.8,710.0,38.26771229148139,1128.0,60.8,2912.0,157.0,51203.0,2759.7,8745.0,471.3,38301.0,2064.4,4157.0,224.1,710.0,38.3,0.0,0.0,NE,56005.0,3018.567925189317
Nebraska,2013,1868516.0,4712.0,252.2,57.0,3.1,616.0,32.96733878650223,1040.0,55.7,2999.0,160.5,49018.0,2623.4,8900.0,476.3,35655.0,1908.2,4463.0,238.9,616.0,33.0,0.0,0.0,NE,53730.0,2875.5440146083843
North Dakota,2012,701345.0,1723.0,245.7,25.0,3.6,279.0,39.78070706998695,127.0,18.1,1292.0,184.2,14297.0,2038.5,2429.0,346.3,10687.0,1523.8,1181.0,168.4,279.0,39.8,0.0,0.0,ND,16020.0,2284.1825349863475
North Dakota,2013,723393.0,1854.0,256.3,16.0,2.2,230.0,31.79461233382131,162.0,22.4,1446.0,199.9,15148.0,2094.0,2934.0,405.6,10798.0,1492.7,1416.0,195.7,230.0,31.8,0.0,0.0,ND,17002.0,2350.313038694043
South Dakota,2012,834047.0,2701.0,323.8,23.0,2.8,600.0,71.9383919611245,157.0,18.8,1921.0,230.3,17326.0,2077.3,3280.0,393.3,12973.0,1555.4,1073.0,128.6,600.0,71.9,0.0,0.0,SD,20027.0,2401.1836263424
South Dakota,2013,844877.0,2524.0,298.7,20.0,2.4,349.0,41.30778799754284,159.0,18.8,1996.0,236.2,16177.0,1914.7,3372.0,399.1,11867.0,1404.6,938.0,111.0,349.0,41.3,0.0,0.0,SD,18701.0,2213.458290378363
Delaware,2012,917053.0,5048.0,550.5,56.0,6.1,249.0,27.152192948499163,1498.0,163.3,3245.0,353.9,30707.0,3348.4,7389.0,805.7,21880.0,2385.9,1438.0,156.8,249.0,27.2,0.0,0.0,DE,35755.0,3898.902244472239
Delaware,2013,925749.0,4435.0,479.1,39.0,4.2,266.0,28.73349039534474,1226.0,132.4,2904.0,313.7,28379.0,3065.5,6131.0,662.3,20916.0,2259.4,1332.0,143.9,266.0,28.7,0.0,0.0,DE,32814.0,3544.5893001234676
District Of Columbia,2012,633427.0,7866.0,1241.8,88.0,13.9,236.0,37.25764768473715,4037.0,637.3,3505.0,553.3,30757.0,4855.7,3519.0,555.5,23575.0,3721.8,3663.0,578.3,236.0,37.3,0.0,0.0,DC,38623.0,6097.466637828827
