State,Year,UV_Irradiance,Median_age_years,Percent_Male,Percent_White,Percent_BA_or_higher,Percent_unemployed,Per_capita_income_dollars,Population,Violent_crime,Murder,Rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny_theft,Motor_vehicle_theft,Hate_crime,NO2,PM10,PM25,SO2,Region,Violent_crime_per_100K,Property_crime_per_100K,Hate_crime_per_100K
LA,2017,3994,36.8,48.9,61.71,23.8,3.8,25885.0,4684333.0,26092.0,582.0,1867.0,5358.0,18285.0,157712.0,34265.0,112485.0,10962.0,42.0,6.0,,8.4,16.0,South,557.0056612115321,3366.797364747553,0.8966057707682183
LA,2018,3942,37.3,48.9,61.74,24.3,3.7,27274.0,4659690.0,25314.0,533.0,2105.0,4600.0,18076.0,152996.0,31291.0,110066.0,11639.0,45.0,6.0,,9.3,18.0,South,543.2550234028444,3283.3943888971157,0.9657294798581022
LA,2019,4151,37.7,48.8,61.84,25.0,3.2,28662.0,4648794.0,25537.0,544.0,2273.0,4025.0,18695.0,146993.0,26918.0,109359.0,10716.0,27.0,5.0,,8.9,15.0,South,549.3252658646522,3161.9598545343156,0.5807957934896664
ME,2000,2304,39.2,48.82,97.27,22.9,4.2,45911.0,1274923.0,1397.0,15.0,320.0,247.0,815.0,32003.0,6775.0,23906.0,1322.0,28.0,,,,,Northeast,109.57524493636085,2510.1908115235196,2.196211065295708
ME,2001,2265,40.1,48.75,96.93,22.4,5.0,20563.0,1286670.0,1434.0,18.0,326.0,264.0,826.0,33154.0,6898.0,24585.0,1671.0,32.0,,,,,Northeast,111.45048847023712,2576.72907583141,2.487040189015054
ME,2002,2275,40.0,48.49,96.87,24.0,6.8,21150.0,1294464.0,1396.0,14.0,377.0,270.0,735.0,32985.0,6965.0,24591.0,1429.0,36.0,,,,,Northeast,107.84386433303668,2548.158929101157,2.781073865321863
ME,2003,2269,40.2,48.72,96.97,25.9,6.0,21543.0,1305728.0,1422.0,16.0,354.0,289.0,763.0,32078.0,6579.0,24043.0,1456.0,77.0,,,,,Northeast,108.90476423880013,2456.7138025683753,5.897093422213508
ME,2004,2350,40.7,48.68,96.32,26.1,5.1,22896.0,1314985.0,1364.0,18.0,315.0,289.0,742.0,31740.0,6341.0,24096.0,1303.0,68.0,,,,,Northeast,103.72741894394233,2413.7157458069864,5.171161648231729
ME,2005,1903,41.2,48.8,96.56,25.6,5.7,23606.0,1321505.0,1483.0,19.0,326.0,323.0,815.0,31889.0,6323.0,24218.0,1348.0,57.0,,,,,Northeast,112.2205364338387,2413.082054173083,4.313264043647204
ME,2006,1893,41.0,48.82,95.76,25.8,5.3,23226.0,1321574.0,1526.0,23.0,339.0,384.0,780.0,33286.0,6779.0,25167.0,1340.0,57.0,,,,,Northeast,115.46837331848235,2518.6633514279183,4.313038846103208
ME,2007,1966,41.7,48.7,97.0,26.7,3.9,24977.0,1317207.0,1554.0,21.0,391.0,349.0,793.0,31992.0,6676.0,24057.0,1259.0,72.0,,,,,Northeast,117.97690112488014,2428.7754316519727,5.466111249029196
ME,2008,1970,41.9,48.7,95.8,25.4,3.9,25165.0,1319691.0,1572.0,31.0,379.0,333.0,829.0,32433.0,6559.0,24695.0,1179.0,63.0,,,,,Northeast,119.11879371762025,2457.62076122365,4.7738447863931786
ME,2009,1933,42.2,48.8,94.9,26.9,4.7,24666.0,1318301.0,1579.0,26.0,376.0,399.0,778.0,31685.0,6728.0,23936.0,1021.0,50.0,,,,,Northeast,119.775377550347,2403.4723481208007,3.7927605304099745
ME,2010,1975,42.7,48.9,95.34,26.8,5.3,24950.0,1327379.0,1621.0,24.0,389.0,412.0,796.0,32900.0,7364.0,24547.0,989.0,61.0,,,,,Northeast,122.12035899317378,2478.5686680292515,4.59552245440074
ME,2011,2155,43.2,49.0,95.2,28.4,5.5,25802.0,1328188.0,1636.0,26.0,393.0,369.0,848.0,33809.0,7854.0,24877.0,1078.0,55.0,,,,,Northeast,123.17533361241028,2545.4980770794496,4.140980041982009
ME,2012,2332,43.5,49.0,95.12,28.0,4.9,26020.0,1328501.0,1626.0,26.0,372.0,420.0,808.0,33398.0,7476.0,24931.0,991.0,52.0,,,,,Northeast,122.39358495025597,2513.9612239659587,3.9141859885690717
ME,2013,2300,44.0,48.9,94.89,28.2,4.4,26630.0,1328302.0,1615.0,24.0,344.0,335.0,912.0,30447.0,6483.0,23050.0,914.0,25.0,,,,,Northeast,121.58379645592645,2292.174520553308,1.8821021123208426
ME,2014,2299,44.1,48.7,94.75,29.4,3.7,27978.0,1330256.0,1698.0,21.0,830.0,304.0,889.0,26427.0,5035.0,20591.0,801.0,28.0,,,,,Northeast,127.64460374544448,1986.610096101803,2.104858012292371
ME,2015,2649,44.6,49.0,94.64,30.1,3.3,28437.0,1329328.0,1729.0,23.0,828.0,311.0,921.0,24327.0,4684.0,18829.0,814.0,38.0,,,,,Northeast,130.065717415115,1830.022387251303,2.8585871959365936
ME,2016,2617,44.5,48.9,94.42,30.1,2.8,29604.0,1330232.0,1649.0,20.0,413.0,268.0,948.0,21908.0,4001.0,17131.0,776.0,41.0,,,,,Northeast,123.9633387258764,1646.9307609499697,3.082169125385647
ME,2017,2683,44.6,49.0,94.44,32.1,2.6,31088.0,1335907.0,1617.0,23.0,473.0,249.0,872.0,20133.0,3334.0,16006.0,793.0,32.0,,,,,Northeast,121.04135991502403,1507.0659858807537,2.3953763248489603
ME,2018,2741,45.1,49.0,94.25,31.5,2.2,32095.0,1339057.0,1500.0,23.0,447.0,228.0,802.0,18201.0,2712.0,14712.0,777.0,20.0,,,,,Northeast,112.01912988020675,1359.2401219664284,1.4935883984027567
ME,2019,2712,45.1,48.8,93.98,33.2,2.2,34078.0,1344212.0,1548.0,20.0,516.0,188.0,824.0,16743.0,2350.0,13667.0,726.0,19.0,,,,,Northeast,115.16040624544343,1245.5624559221314,1.4134675185164245
MD,2000,2836,36.3,48.02,64.38,31.5,5.0,62513.0,5296486.0,41663.0,430.0,1543.0,13560.0,26130.0,213422.0,39426.0,145423.0,28573.0,218.0,19.0,,15.0,112.0,Northeast,786.6158807934166,4029.5018244171697,4.115936490722339
MD,2001,2792,36.2,48.13,63.55,32.8,5.3,27075.0,5375156.0,42088.0,446.0,1449.0,13525.0,26668.0,219512.0,41553.0,145934.0,32025.0,240.0,19.0,,15.2,118.0,Northeast,783.0098326448573,4083.825660129678,4.46498669061884
MD,2002,2862,36.6,48.17,64.65,33.1,6.3,27863.0,5458137.0,42015.0,513.0,1370.0,13417.0,26715.0,217105.0,39765.0,143320.0,34020.0,217.0,19.0,,14.5,118.0,Northeast,769.7681461641582,3977.6392567647167,3.9757155234469197
MD,2003,2781,36.9,48.0,64.21,34.5,6.4,28882.0,5508909.0,38778.0,525.0,1358.0,13302.0,23593.0,209418.0,38641.0,134372.0,36405.0,248.0,19.0,,14.5,116.0,Northeast,703.9143322207718,3801.442354556955,4.501798813521879
MD,2004,2850,36.8,48.24,63.28,34.8,6.1,29636.0,5561332.0,38961.0,521.0,1317.0,12772.0,24351.0,202474.0,36704.0,129888.0,35882.0,245.0,18.0,,13.8,85.0,Northeast,700.5695757778891,3640.7464974218406,4.405419421102714
MD,2005,2318,37.1,48.16,61.46,34.5,5.7,31109.0,5600388.0,39369.0,552.0,1266.0,14378.0,23173.0,198483.0,35922.0,128491.0,34070.0,195.0,17.0,,14.5,124.0,Northeast,702.9691514230799,3544.0937306486617,3.4819016111026597
MD,2006,2354,37.3,48.36,61.28,35.1,5.3,31888.0,5615727.0,38110.0,546.0,1178.0,14375.0,22011.0,195476.0,37457.0,127497.0,30522.0,212.0,17.0,,12.6,93.0,Northeast,678.6298550481531,3480.867214520934,3.775112287331631
MD,2007,2431,37.4,48.3,61.8,35.2,3.8,33743.0,5618344.0,36062.0,553.0,1179.0,13258.0,21072.0,192796.0,37095.0,127308.0,28393.0,151.0,16.0,,13.5,46.0,Northeast,641.8617300756238,3431.5449534595964,2.6876246808668176
MD,2008,2454,37.6,48.4,61.2,35.2,3.7,34508.0,5658655.0,35385.0,493.0,1127.0,13201.0,20564.0,198079.0,38828.0,133922.0,25329.0,100.0,15.0,,12.7,47.0,Northeast,625.3252760594169,3500.4607985466514,1.7672043975114224
MD,2009,2382,37.7,48.5,60.2,35.7,5.5,34389.0,5699478.0,33623.0,438.0,1156.0,12007.0,20022.0,182422.0,37032.0,125771.0,19619.0,102.0,14.0,,10.9,28.0,Northeast,589.9312182624443,3200.679079733267,1.7896375773360296
MD,2010,2415,38.0,48.4,58.9,36.1,6.1,33772.0,5785681.0,31607.0,426.0,1228.0,11054.0,18899.0,173309.0,36704.0,118578.0,18027.0,80.0,12.0,,11.0,30.0,Northeast,546.2969700541734,2995.481430794404,1.3827240043134077
MD,2011,2641,38.0,48.4,58.58,36.9,6.1,34500.0,5828289.0,28797.0,398.0,1194.0,10343.0,16862.0,166699.0,35784.0,114847.0,16068.0,49.0,12.0,,10.8,25.0,Northeast,494.0901180432199,2860.1704548281664,0.8407270126790212
MD,2012,2760,38.1,48.4,58.08,36.9,5.6,35144.0,5884868.0,28086.0,373.0,1237.0,10173.0,16303.0,162309.0,33803.0,113550.0,14956.0,35.0,11.0,,9.8,19.0,Northeast,477.2579435936371,2758.0737579840365,0.5947457105240084
MD,2013,2652,38.2,48.5,57.62,37.4,5.1,36177.0,5928814.0,27734.0,381.0,1177.0,10048.0,16128.0,157913.0,31949.0,112546.0,13418.0,51.0,10.0,,9.5,12.0,Northeast,467.7832699760863,2663.4837928799925,0.8602057679664095
MD,2014,2760,38.3,48.5,57.44,38.2,4.8,36338.0,5975346.0,26767.0,362.0,2776.0,9565.0,15208.0,150390.0,28134.0,109140.0,13116.0,16.0,11.0,,9.6,12.0,Northeast,447.95732330813985,2516.841702555802,0.26776692094482896
MD,2015,3035,38.3,48.5,56.52,38.8,3.7,37522.0,6006401.0,27462.0,516.0,2850.0,9863.0,15417.0,139048.0,25678.0,100219.0,13151.0,41.0,11.0,,9.4,10.0,Northeast,457.2122307518262,2314.996950753038,0.6826051074512008
MD,2016,3343,38.5,48.5,56.47,39.3,3.6,38662.0,6024752.0,29019.0,536.0,1827.0,10815.0,15841.0,139716.0,24832.0,100995.0,13889.0,39.0,10.0,,8.4,10.0,Northeast,481.6629796545982,2319.033214977148,0.6473295498304329
MD,2017,3401,38.7,48.5,54.9,39.7,3.5,39960.0,6052177.0,30273.0,546.0,1691.0,11200.0,16836.0,134496.0,23508.0,97420.0,13568.0,102.0,10.0,,8.3,4.0,Northeast,500.20017590364597,2222.274728581137,1.6853439679639244
MD,2018,3085,38.8,48.5,54.69,40.8,3.3,41522.0,6035802.0,28330.0,491.0,1991.0,9716.0,16132.0,122945.0,18910.0,91887.0,12148.0,48.0,9.0,,8.0,5.0,Northeast,469.36595998344546,2036.928978120886,0.7952547151149093
MD,2019,3391,39.0,48.4,54.53,40.9,3.0,43325.0,6045680.0,27456.0,542.0,1913.0,9203.0,15798.0,117901.0,16862.0,89780.0,11259.0,19.0,9.0,,7.8,7.0,Northeast,454.1424620555504,1950.1693771420255,0.3142739939924045
MA,2000,2534,36.8,48.22,85.92,35.0,3.4,61552.0,6349097.0,30230.0,125.0,1696.0,5815.0,22594.0,161901.0,30600.0,105425.0,25876.0,470.0,27.0,45.0,10.9,88.0,Northeast,476.13070016098345,2549.9846671109294,7.402627491751976
MA,2001,2481,37.6,48.09,85.62,35.6,5.0,28842.0,6379304.0,30587.0,145.0,1856.0,6476.0,22110.0,167079.0,32430.0,106821.0,27828.0,591.0,28.0,45.0,11.7,87.0,Northeast,479.47236877251817,2619.0788211378544,9.264333538580384
MA,2002,2528,37.5,48.15,84.42,35.5,6.9,28956.0,6427801.0,31137.0,173.0,1777.0,7169.0,22018.0,167753.0,33243.0,107922.0,26588.0,427.0,25.0,42.0,11.0,74.0,Northeast,484.4113873469325,2609.803881607411,6.6430183510659395
MA,2003,2501,37.6,48.25,84.36,35.8,7.4,28509.0,6433422.0,30196.0,142.0,1798.0,7985.0,20271.0,164018.0,34722.0,103790.0,25506.0,401.0,24.0,44.0,10.9,61.0,Northeast,469.36140672879844,2549.4674529356225,6.233074715136051
MA,2004,2549,38.1,48.36,84.04,37.4,6.1,30285.0,6407382.0,29489.0,171.0,1794.0,7484.0,20040.0,158150.0,34497.0,101605.0,22048.0,358.0,21.0,37.0,10.3,58.0,Northeast,460.23477295407076,2468.2467816028447,5.587305392436412
MA,2005,2067,38.2,48.49,83.4,36.9,6.4,31007.0,6398743.0,29237.0,175.0,1732.0,7615.0,19715.0,151241.0,34624.0,97737.0,18880.0,374.0,21.0,46.0,10.2,70.0,Northeast,456.9178665247221,2363.6048517654167,5.844897974492803
MA,2006,2004,38.3,48.41,82.79,37.0,5.8,30686.0,6437193.0,28775.0,186.0,1742.0,8047.0,18800.0,153913.0,35181.0,100771.0,17961.0,384.0,21.0,47.0,9.7,67.0,Northeast,447.01160894197204,2390.9955783522414,5.965333026367238
MA,2007,2166,38.5,48.5,84.2,37.9,4.1,32822.0,6449755.0,27832.0,184.0,1634.0,7006.0,19008.0,154246.0,35662.0,103592.0,14992.0,353.0,20.0,27.0,9.7,56.0,Northeast,431.5202670489034,2391.5016926999556,5.473076109092515
MA,2008,2145,38.7,48.5,82.5,38.1,4.1,34452.0,6543595.0,29888.0,167.0,1744.0,7071.0,20906.0,156083.0,36260.0,107048.0,12775.0,336.0,21.0,34.0,9.0,55.0,Northeast,456.7519841921757,2385.2790400383888,5.13479211350947
MA,2009,2083,39.0,48.6,82.4,38.2,6.2,33437.0,6593587.0,30136.0,172.0,1701.0,7427.0,20836.0,151914.0,34665.0,105514.0,11735.0,317.0,19.0,32.0,7.8,53.0,Northeast,457.0501610125111,2303.9659596514,4.8077017865996154
MA,2010,2136,39.1,48.3,81.13,39.0,6.9,33203.0,6555466.0,30737.0,214.0,1784.0,6897.0,21842.0,154496.0,37903.0,105124.0,11469.0,316.0,18.0,30.0,7.8,84.0,Northeast,468.87589684699765,2356.7508396809626,4.8204048346829955
MA,2011,2332,39.3,48.4,80.55,39.1,6.2,34041.0,6587536.0,28219.0,185.0,1628.0,6768.0,19638.0,148790.0,36533.0,101471.0,10786.0,368.0,19.0,25.0,8.5,65.0,Northeast,428.3695755135152,2258.6593834174114,5.586307232324803
MA,2012,2471,39.5,48.4,80.11,39.3,5.7,34907.0,6645303.0,27047.0,121.0,1650.0,6555.0,18721.0,143325.0,34635.0,99453.0,9237.0,290.0,17.0,29.0,7.5,65.0,Northeast,407.00928159332994,2156.786530275595,4.363984606871951
MA,2013,2439,39.4,48.5,79.64,40.3,5.2,35879.0,6692824.0,27038.0,137.0,2089.0,6706.0,18106.0,137285.0,30735.0,97428.0,9122.0,351.0,18.0,27.0,7.2,62.0,Northeast,403.9849247492538,2051.2268065020085,5.2444229819878725
MA,2014,2516,39.4,48.5,79.27,41.2,4.5,37288.0,6755124.0,26689.0,133.0,3827.0,6077.0,18277.0,125481.0,24951.0,92226.0,8304.0,376.0,16.0,30.0,6.4,13.0,Northeast,395.0926733543307,1857.567677514136,5.566145047818515
MA,2015,2646,39.4,48.5,79.08,41.5,3.9,38130.0,6794422.0,26562.0,128.0,3683.0,5288.0,19071.0,114871.0,21890.0,84912.0,8069.0,411.0,16.0,33.0,6.7,10.0,Northeast,390.9383314724932,1690.666255348873,6.049079671530558
MA,2016,2958,39.5,48.5,78.54,42.7,3.5,39771.0,6823721.0,25975.0,135.0,2141.0,5365.0,18334.0,106430.0,19204.0,79155.0,8071.0,394.0,14.0,24.0,6.1,7.0,Northeast,380.6574155068767,1559.7062072145095,5.773975811730873
MA,2017,2758,39.5,48.6,78.54,43.4,3.0,41821.0,6859819.0,24560.0,173.0,2197.0,4871.0,17319.0,98575.0,17089.0,73946.0,7540.0,434.0,12.0,26.0,5.8,11.0,Northeast,358.0269391947514,1436.9912675538524,6.326697541145035
MA,2018,2698,39.5,48.5,77.3,44.5,3.2,43349.0,6882635.0,23424.0,138.0,2465.0,4084.0,16737.0,87658.0,14095.0,66968.0,6595.0,361.0,12.0,23.0,6.5,4.0,Northeast,340.3347700408346,1273.6110515812622,5.245084186507057
MA,2019,2957,39.7,48.5,76.97,45.0,2.7,46241.0,6892503.0,22578.0,152.0,2204.0,3613.0,16609.0,81317.0,12341.0,62844.0,6132.0,382.0,12.0,23.0,5.3,4.0,Northeast,327.5733068233703,1179.789112895562,5.542253663146755
MI,2000,2436,35.5,48.85,80.72,22.9,5.4,52794.0,9938444.0,55159.0,669.0,5025.0,13712.0,35753.0,353297.0,69790.0,227783.0,55724.0,423.0,,37.0,11.7,114.0,Midwest,555.0063973797106,3554.8522485008716,4.256199461404623
MI,2001,2387,36.3,48.8,80.49,23.2,6.8,22959.0,9990817.0,55424.0,672.0,5264.0,12937.0,36551.0,352353.0,72038.0,226708.0,53607.0,442.0,,41.0,12.8,129.0,Midwest,554.7494263982616,3526.7686316344298,4.424062616700916
MI,2002,2415,36.2,48.79,80.22,23.6,8.7,22228.0,10050446.0,54306.0,678.0,5364.0,11847.0,36417.0,335060.0,70970.0,214367.0,49723.0,421.0,,41.0,12.4,126.0,Midwest,540.3342299436265,3333.78240129841,4.1888688322886365
MI,2003,2343,36.6,48.73,80.28,24.3,9.0,23167.0,10079985.0,51524.0,617.0,5451.0,11257.0,34199.0,330356.0,68260.0,208360.0,53736.0,416.0,,31.0,12.4,122.0,Midwest,511.15155429298756,3277.346146844465,4.126990268338693
MI,2004,2427,36.6,48.76,79.99,24.6,9.0,23594.0,10104206.0,49737.0,643.0,5482.0,11336.0,32276.0,309805.0,64233.0,194988.0,50584.0,559.0,,30.0,11.2,130.0,Midwest,492.24055804087925,3066.0994045449984,5.5323495977813595
MI,2005,2081,36.9,48.9,79.98,24.7,8.9,24379.0,10120860.0,55877.0,616.0,5193.0,13342.0,36726.0,312843.0,70519.0,194101.0,48223.0,607.0,,58.0,12.4,125.0,Midwest,552.0973514108484,3091.0713121216972,5.997514045249119
MI,2006,2055,37.3,49.22,79.51,24.5,9.5,24097.0,10095643.0,56778.0,713.0,5269.0,14208.0,36588.0,324351.0,76107.0,198227.0,50017.0,614.0,,34.0,11.5,130.0,Midwest,562.4010278493405,3212.7819892204984,6.081831538615223
MI,2007,2161,37.6,49.2,81.0,24.7,6.1,24816.0,10071822.0,53988.0,676.0,4579.0,13414.0,35319.0,308775.0,75428.0,191196.0,42151.0,635.0,,42.0,11.7,116.0,Midwest,536.0301244402452,3065.73130462393,6.304718252566418
MI,2008,2083,38.0,49.2,79.6,24.7,6.1,25303.0,10002486.0,51384.0,554.0,4486.0,13234.0,33110.0,294669.0,74686.0,184268.0,35715.0,577.0,,25.0,9.7,101.0,Midwest,513.7122911244265,2945.957634931956,5.768565934508681
MI,2009,2075,38.5,49.2,79.9,24.6,9.3,23728.0,9969727.0,49547.0,627.0,4514.0,12330.0,32076.0,282918.0,75815.0,177720.0,29383.0,315.0,,21.0,8.6,79.0,Midwest,496.97449087622965,2837.770783492868,3.15956495097609
MI,2010,2119,39.0,49.1,79.32,25.2,9.4,23622.0,9877143.0,48693.0,580.0,4733.0,11522.0,31858.0,271501.0,74345.0,169748.0,27408.0,304.0,,27.0,8.5,107.0,Midwest,492.98668653476005,2748.7806949843693,3.0778130882584165
MI,2011,2332,39.2,49.1,79.29,25.6,8.0,24409.0,9876187.0,43983.0,613.0,4347.0,10393.0,28630.0,257979.0,71596.0,160887.0,25496.0,378.0,,35.0,8.4,94.0,Midwest,445.34393688576375,2612.13158479077,3.827388039533881
MI,2012,2629,39.5,49.1,79.33,26.0,6.9,25074.0,9882519.0,44962.0,701.0,4635.0,10423.0,29203.0,249249.0,65560.0,158609.0,25080.0,634.0,,29.0,8.5,80.0,Midwest,454.9649740111807,2522.1201193744228,6.415368389375218
MI,2013,2276,39.6,49.1,79.12,26.9,6.0,25918.0,9895622.0,42536.0,631.0,4606.0,10105.0,27194.0,230334.0,56344.0,149423.0,24567.0,333.0,,26.0,7.8,66.0,Midwest,429.8466533988464,2327.635392701944,3.3651244964692464
MI,2014,2319,39.6,49.1,78.88,27.4,5.0,26613.0,9916306.0,42555.0,544.0,10864.0,8037.0,27610.0,202692.0,44328.0,137142.0,21222.0,320.0,,27.0,8.7,72.0,Midwest,429.1416581940896,2044.0272819334134,3.2270081217743787
MI,2015,2512,39.7,49.2,78.62,27.8,4.4,27865.0,9922576.0,41231.0,571.0,10613.0,7796.0,26414.0,187101.0,40041.0,131296.0,15764.0,309.0,,29.0,7.9,55.0,Midwest,415.5271776200052,1885.60914020714,3.1141106906109868
MI,2016,2911,39.7,49.2,78.5,28.3,3.8,29128.0,9933445.0,45782.0,612.0,7268.0,7123.0,30779.0,190249.0,39738.0,130249.0,20262.0,406.0,,56.0,7.0,59.0,Midwest,460.887436332511,1915.2368589145055,4.087202375409539
MI,2017,2714,39.8,49.3,78.44,29.1,3.6,30488.0,9962311.0,44826.0,569.0,7031.0,6488.0,30738.0,179318.0,35641.0,124104.0,19573.0,455.0,,29.0,7.5,70.0,Midwest,449.95583855994863,1799.9638838819626,4.567213370471972
MI,2018,2800,39.8,49.3,78.28,29.6,3.3,31508.0,9984072.0,45176.0,555.0,7901.0,5638.0,31082.0,166186.0,31834.0,116876.0,17476.0,439.0,,30.0,7.6,67.0,Midwest,452.4807112769219,1664.5112334927073,4.39700354725006
MI,2019,2803,39.8,49.2,78.22,30.0,3.1,32892.0,9986857.0,43686.0,556.0,7235.0,5350.0,30545.0,158296.0,28572.0,111980.0,17744.0,407.0,,49.0,7.2,61.0,Midwest,437.4349207162974,1585.0432223070784,4.075356240707161
MN,2000,2401,35.4,49.61,89.38,27.7,3.6,57394.0,4919479.0,13813.0,151.0,2240.0,3713.0,7709.0,157798.0,26116.0,118250.0,13432.0,169.0,11.0,71.0,11.8,39.0,Midwest,280.781765711369,3207.6160910535446,3.435323130762424
MN,2001,2355,36.4,49.48,89.45,28.3,4.2,24717.0,4972294.0,13145.0,119.0,2236.0,3758.0,7032.0,165046.0,25496.0,124519.0,15031.0,208.0,10.0,71.0,11.4,34.0,Midwest,264.3648987771037,3319.3129770685323,4.183179836107841
MN,2002,2342,36.2,49.62,88.56,29.8,5.8,24848.0,5019720.0,13428.0,112.0,2273.0,3937.0,7106.0,164026.0,28034.0,122150.0,13842.0,203.0,9.0,58.0,10.3,27.0,Midwest,267.5049604360403,3267.632457587276,4.044050265751874
MN,2003,2310,36.2,49.5,88.65,30.6,5.5,25579.0,5059375.0,13288.0,128.0,2083.0,3904.0,7173.0,157691.0,27696.0,116236.0,13759.0,215.0,10.0,67.0,9.9,44.0,Midwest,262.6411365040148,3116.807906114886,4.249536751080915
MN,2004,2379,36.6,49.61,88.09,29.7,5.8,26097.0,5096546.0,13751.0,113.0,2123.0,4070.0,7445.0,155019.0,28048.0,113453.0,13518.0,239.0,9.0,59.0,8.9,39.0,Midwest,269.81018124824146,3041.6482064519773,4.68945046311757
MN,2005,2097,36.7,49.64,87.98,30.7,5.5,27248.0,5132799.0,15243.0,115.0,2258.0,4724.0,8146.0,158301.0,29716.0,114304.0,14281.0,206.0,9.0,63.0,10.4,37.0,Midwest,296.9724705759956,3084.1067417601976,4.013404771938274
MN,2006,2095,36.8,49.7,87.84,30.4,5.2,27591.0,5167101.0,16425.0,125.0,1947.0,5433.0,8920.0,159119.0,30173.0,115567.0,13379.0,137.0,10.0,70.0,9.0,27.0,Midwest,317.87650367198165,3079.463707018694,2.6513900154070917
MN,2007,2107,37.1,49.8,89.6,31.0,3.8,29027.0,5197621.0,15003.0,116.0,1873.0,4770.0,8244.0,157829.0,29670.0,115633.0,12526.0,157.0,10.0,74.0,10.0,24.0,Midwest,288.6512887338265,3036.562304177238,3.020612699540809
MN,2008,2071,37.4,49.7,88.1,31.5,3.5,30394.0,5230567.0,13771.0,109.0,1805.0,4179.0,7678.0,149205.0,26483.0,112579.0,10143.0,164.0,7.0,45.0,10.0,23.0,Midwest,263.27929648927164,2852.5588143694554,3.1354153383371246
MN,2009,2114,37.5,49.7,87.4,31.5,5.8,28800.0,5266214.0,12842.0,74.0,1789.0,3619.0,7360.0,139083.0,25488.0,105076.0,8519.0,153.0,7.0,49.0,9.9,20.0,Midwest,243.85640234141644,2641.043451709331,2.9053130009528667
MN,2010,2076,37.5,49.6,86.11,31.8,5.9,28563.0,5310658.0,12515.0,96.0,1798.0,3388.0,7233.0,136431.0,24415.0,103429.0,8587.0,127.0,8.0,64.0,9.3,20.0,Midwest,235.6581802104372,2569.0036903148343,2.3914174100459866
MN,2011,2296,37.6,49.7,85.65,32.4,5.4,29404.0,5344861.0,11825.0,74.0,1664.0,3386.0,6701.0,136264.0,25724.0,102358.0,8182.0,148.0,7.0,84.0,8.9,10.0,Midwest,221.24055237357902,2549.4395457618075,2.769014947254943
MN,2012,2608,37.6,49.6,85.45,33.2,4.4,30529.0,5379646.0,12419.0,99.0,1638.0,3475.0,7207.0,138152.0,25378.0,104316.0,8458.0,72.0,8.0,55.0,8.9,10.0,Midwest,230.85162109179677,2568.0500166739594,1.3383780271043857
MN,2013,2290,37.7,49.6,84.79,33.5,3.8,31358.0,5420380.0,12100.0,114.0,1403.0,3674.0,6909.0,131195.0,22713.0,100516.0,7966.0,144.0,7.0,57.0,8.4,11.0,Midwest,223.23158154963303,2420.4022596201744,2.6566403093510047
MN,2014,2323,37.8,49.7,84.42,34.3,3.3,32638.0,5457125.0,12505.0,88.0,3449.0,3687.0,6729.0,125377.0,20773.0,96237.0,8367.0,98.0,7.0,49.0,8.0,9.0,Midwest,229.1499644959571,2297.4918111643037,1.795817394690428
MN,2015,2655,37.9,49.7,84.06,34.7,2.9,33425.0,5489594.0,13319.0,133.0,4007.0,3771.0,7094.0,121984.0,19299.0,94704.0,7981.0,109.0,6.0,90.0,7.0,7.0,Midwest,242.62267847130406,2222.0951130447897,1.9855748895091334
MN,2016,2850,37.9,49.8,83.27,34.8,2.7,34515.0,5525050.0,13365.0,101.0,2349.0,3730.0,7185.0,117723.0,18582.0,90421.0,8720.0,119.0,6.0,64.0,6.7,7.0,Midwest,241.89826336413245,2130.7137491968397,2.1538266622021522
MN,2017,2678,37.9,49.9,82.68,36.1,2.5,36156.0,5576606.0,13291.0,113.0,2385.0,3621.0,7172.0,122212.0,18787.0,93446.0,9979.0,144.0,6.0,86.0,7.1,8.0,Midwest,238.33492988387562,2191.512185010022,2.5822157778405
MN,2018,2646,38.2,49.8,82.5,36.7,2.4,37192.0,5606249.0,12403.0,107.0,2475.0,2946.0,6875.0,112186.0,16206.0,85849.0,10131.0,125.0,6.0,56.0,7.9,8.0,Midwest,221.23526800183154,2001.0884282877912,2.2296548012762187
MN,2019,2680,38.4,49.7,82.05,37.3,2.2,39025.0,5639632.0,13332.0,117.0,2448.0,3149.0,7618.0,117236.0,15927.0,90092.0,11217.0,141.0,6.0,81.0,7.3,7.0,Midwest,236.3984033000735,2078.788119508507,2.5001631312113983
MS,2000,3535,34.1,47.82,61.63,18.6,7.5,40167.0,2844658.0,10267.0,255.0,1019.0,2703.0,6290.0,103644.0,26918.0,69758.0,6968.0,2.0,,,,,South,360.9221213938547,3643.460830792313,0.0703072214656384
MS,2001,3518,34.1,47.93,61.4,18.9,8.6,16449.0,2858029.0,10006.0,282.0,1147.0,3294.0,5283.0,109609.0,29821.0,70315.0,9473.0,3.0,,,,,South,350.1014160458134,3835.125535815067,0.10496744434713573
MS,2002,3594,34.4,47.91,60.82,17.7,9.9,16398.0,2871782.0,9858.0,264.0,1127.0,3356.0,5111.0,109584.0,29593.0,70468.0,9523.0,3.0,,,,,South,343.27118144761687,3815.8885319289557,0.10446475394023641
